"","trim.16r.gtf","trim.211r.gtf","trim.218r.gtf","trim.225r.gtf","trim.227r.gtf","trim.235r.gtf","trim.236r.gtf","trim.244r.gtf","trim.253r.gtf","trim.34r.gtf","trim.43r.gtf","trim.61r.gtf","trim.71r.gtf","trim.76r.gtf","trim.82r.gtf","trim.86r.gtf"
"Peve_00042933",132,2423,541,0,3048,324,1700,519,1548,0,0,1821,88,384,64,467
"Peve_00042931",0,409,115,0,230,0,285,0,352,0,0,76,0,81,0,215
"Peve_00042937",72,1989,362,0,2889,86,558,245,395,0,0,784,0,60,0,333
"Peve_00042934",0,4098,910,0,3056,227,560,522,1566,0,0,1577,0,674,111,884
"Peve_00042935",0,1076,231,0,1272,68,515,77,524,0,0,294,163,154,0,267
"Peve_00044528",0,247,97,0,96,48,167,0,221,0,0,122,0,110,0,96
"Peve_00044523",0,424,157,0,207,0,122,81,166,0,0,101,33,60,0,134
"Peve_00044522",0,182,136,0,130,205,128,0,15,0,0,103,46,81,0,88
"Peve_00044520",0,1392,258,0,1064,90,471,316,827,30,0,662,121,144,32,242
"Peve_00044526",0,5063,1227,0,4729,260,1724,693,3720,0,0,1938,244,552,105,1285
"Peve_00044525",73,1311,303,0,1383,93,694,208,1170,0,0,587,0,385,0,351
"Peve_00044524",1059,4387,596,138,7435,296,3022,299,3330,238,0,1777,101,2173,51,622
"Peve_00014530",0,3355,860,0,3669,146,1540,406,2458,0,0,1257,63,610,49,1073
"Peve_00014533",0,298,31,0,192,0,105,0,157,0,0,174,0,28,21,82
"Peve_00014532",0,405,48,0,226,0,173,0,224,0,0,80,38,13,22,34
"Peve_00014537",82,2264,427,0,2406,310,908,628,1282,0,0,987,0,232,0,508
"Peve_00014539",604,87087,42478,219,130254,15394,62123,28807,74420,142,0,36803,11965,18719,3269,22459
"Peve_00008019",0,485,45,0,119,79,239,0,782,0,0,0,23,0,0,236
"Peve_00000220",0,5727,1062,0,3471,439,1665,844,2847,0,0,1070,528,116,115,859
"Peve_00000221",748,7427,1210,86,5803,507,3254,1571,7971,0,0,3176,213,539,78,1806
"Peve_00000222",0,469,140,0,505,0,173,152,447,0,0,287,0,106,40,135
"Peve_00000225",0,1558,256,0,1275,196,417,173,1223,0,0,954,103,386,48,359
"Peve_00000226",0,15,23,0,27,0,331,95,55,0,0,66,0,54,10,34
"Peve_00000228",0,1108,84,0,1628,0,451,337,644,0,0,571,0,407,0,185
"Peve_00000229",0,259,44,0,401,131,0,0,158,0,0,206,0,151,0,99
"Peve_00003592",154,70,80,0,106,202,444,0,249,0,0,170,0,97,0,40
"Peve_00003590",18,190,150,0,195,82,0,13,526,0,0,170,40,16,0,48
"Peve_00003597",69,244,30,3,259,9,7,26,6,0,3,74,44,75,0,15
"Peve_00003595",965,12952,3012,166,14682,1262,6852,1759,11350,71,0,5084,377,1055,228,2446
"Peve_00003599",105,3244,262,0,4546,222,177,287,384,0,0,1390,227,188,0,247
"Peve_00003598",0,547,115,0,688,0,311,192,492,0,0,211,5,52,7,58
"Peve_00039940",0,866,275,0,439,82,144,0,729,0,0,99,0,168,0,79
"Peve_00039943",298,138,0,63,15,0,701,0,247,0,0,110,0,36,0,6
"Peve_00039942",0,1820,721,0,1323,343,651,237,2338,33,0,596,197,275,18,789
"Peve_00039945",67,1020,181,0,2160,82,479,0,257,0,0,453,35,101,22,266
"Peve_00039944",0,975,138,0,967,0,61,303,195,0,0,199,0,79,26,162
"Peve_00039947",0,5567,663,0,2232,330,0,744,0,0,0,2139,528,168,196,1487
"Peve_00039946",0,4651,667,0,4748,255,2469,726,2964,0,0,1896,379,366,28,961
"Peve_00045235",124,6646,1567,0,7954,566,2488,922,4873,0,0,2564,683,927,66,1716
"Peve_00042202",0,600,116,0,523,27,119,174,26,0,0,166,23,77,23,136
"Peve_00000485",130,283,133,0,135,0,135,73,90,25,0,178,48,33,1,37
"Peve_00000486",50,223,162,0,463,0,10,34,73,16,0,136,63,56,9,115
"Peve_00000487",0,494,78,0,575,0,50,71,139,0,0,111,0,0,0,95
"Peve_00002880",139,31003,12542,41,33576,2222,6101,6681,21490,0,91,10351,2506,4746,1370,9356
"Peve_00002881",0,1626,174,0,1367,177,406,0,836,0,0,180,0,140,22,181
"Peve_00002886",334,1142,170,27,1963,0,393,0,463,0,0,1387,0,255,0,210
"Peve_00002885",22,131,0,0,96,39,0,0,19,0,0,37,24,9,0,71
"Peve_00002888",144,2350,153,0,590,0,1400,170,1369,0,0,308,0,0,10,268
"Peve_00039369",43,248,37,0,311,0,299,0,88,0,0,10,0,19,0,54
"Peve_00018530",0,415,156,0,581,0,83,0,76,0,0,61,0,83,0,58
"Peve_00018533",0,149,0,0,369,0,81,79,13,0,0,95,0,47,0,37
"Peve_00018532",120,799,103,23,1476,0,269,280,137,0,0,244,0,69,31,66
"Peve_00001683",0,841,101,0,201,51,75,234,396,0,0,146,0,29,0,57
"Peve_00018538",559,40721,12172,82,68278,5531,58339,9595,49265,120,41,24261,2867,17962,792,11466
"Peve_00001687",114,199,23,0,289,0,37,0,235,0,0,191,0,53,0,33
"Peve_00001686",95,2000,289,0,1681,65,309,287,797,0,0,617,0,207,23,323
"Peve_00029139",0,574,53,0,420,0,321,285,173,0,0,221,0,266,65,84
"Peve_00029131",0,630,249,0,413,0,142,150,236,0,0,58,58,57,12,160
"Peve_00029130",0,1243,324,0,639,115,464,0,657,0,0,204,92,56,35,310
"Peve_00029133",0,611,300,0,631,49,286,345,426,0,0,203,242,171,30,130
"Peve_00029135",0,551,187,0,230,0,375,0,343,0,0,262,0,42,0,122
"Peve_00029134",537,1232,189,21,2217,0,608,0,720,0,0,736,0,275,0,231
"Peve_00029137",0,611,163,0,495,0,130,316,471,0,0,245,0,66,19,194
"Peve_00029136",168,1539,509,0,1334,84,837,398,988,0,0,806,139,464,69,473
"Peve_00029683",0,1110,254,0,665,191,1135,646,1352,0,0,1035,202,478,78,791
"Peve_00038707",10,453,94,57,234,89,128,0,252,0,0,118,0,91,13,103
"Peve_00038700",1387,2638,503,230,2762,0,1083,361,764,0,0,1607,0,572,26,465
"Peve_00038701",0,1010,226,0,1149,81,0,0,290,0,0,286,0,49,0,171
"Peve_00029689",40,276,14,0,550,68,39,0,132,0,0,101,0,65,9,49
"Peve_00009703",1037,108334,47406,260,173112,23320,83857,39305,101669,210,92,66286,18377,30072,4404,39156
"Peve_00034675",0,527,101,0,249,0,146,182,234,0,0,305,0,24,0,110
"Peve_00034676",0,1247,579,0,1304,254,179,575,367,0,0,393,35,207,72,243
"Peve_00034677",0,757,262,0,996,137,208,302,783,0,0,291,136,226,32,199
"Peve_00034670",0,347,76,0,484,0,299,0,120,0,0,56,0,28,0,117
"Peve_00009707",0,9887,606,0,3344,160,4602,306,4284,0,0,1511,67,459,0,814
"Peve_00044398",0,421,23,0,94,107,182,0,78,0,0,199,0,53,13,35
"Peve_00044399",1277,4048,1042,67,5614,390,2719,853,3708,36,58,3185,209,997,64,945
"Peve_00015617",0,611,55,0,303,115,36,0,141,0,0,271,62,216,35,293
"Peve_00003867",0,178,37,0,133,124,24,0,180,0,0,73,0,38,0,72
"Peve_00012646",0,2640,622,0,2467,410,934,277,2260,0,0,749,22,615,21,531
"Peve_00015612",0,654,223,0,812,0,514,159,766,0,0,405,0,153,21,321
"Peve_00006337",0,322,92,0,256,43,80,0,229,0,0,105,25,36,0,87
"Peve_00032532",0,357,49,0,304,0,208,197,0,0,0,99,0,86,0,107
"Peve_00032535",0,38,11,0,17,0,0,16,15,0,0,23,49,52,9,10
"Peve_00032537",0,201,329,0,337,0,0,26,103,0,0,569,82,0,0,712
"Peve_00035635",24,963,197,0,1014,60,244,158,136,0,0,367,0,115,0,188
"Peve_00036975",0,194,41,0,338,0,61,0,58,0,0,49,177,87,16,12
"Peve_00032287",0,1534,193,0,756,79,128,163,904,0,0,181,84,170,0,231
"Peve_00032286",0,458,129,0,173,0,893,233,1501,0,0,445,0,57,0,138
"Peve_00032283",0,210,73,0,495,37,1217,112,1156,0,0,185,0,24,0,168
"Peve_00032289",44,1008,215,0,1107,51,466,104,364,0,0,325,39,100,18,203
"Peve_00032288",0,2521,514,0,1435,0,562,230,1683,0,15,727,218,181,89,500
"Peve_00032625",160,1390,337,0,832,0,820,413,1320,0,0,522,206,252,76,384
"Peve_00039307",82,1760,599,0,3076,479,2514,465,2318,0,0,1338,44,266,41,570
"Peve_00004085",32,1790,319,0,2527,162,416,258,1308,0,0,422,169,224,51,354
"Peve_00015305",28,4170,535,39,4514,242,758,496,2463,0,0,749,105,601,78,855
"Peve_00015304",0,887,68,0,449,0,167,0,1044,0,0,303,0,0,11,128
"Peve_00015307",0,583,45,0,351,26,542,158,540,0,0,89,0,37,19,48
"Peve_00018554",0,3190,400,0,3909,176,494,396,1376,0,0,1610,84,277,30,701
"Peve_00015300",0,557,61,0,347,0,372,69,390,0,0,81,0,0,0,91
"Peve_00015302",0,2162,494,0,1467,154,632,648,1230,0,0,697,0,370,58,879
"Peve_00031167",0,229,135,0,268,0,39,0,155,0,0,126,0,37,0,72
"Peve_00031166",0,256,48,0,221,0,17,0,69,0,0,100,0,27,0,14
"Peve_00031164",0,241,23,0,179,0,27,62,103,0,0,91,0,34,0,70
"Peve_00031163",16,200,28,0,192,0,95,77,156,0,0,282,0,25,0,66
"Peve_00031168",0,2171,598,0,1636,162,736,780,1819,0,0,1213,317,114,24,526
"Peve_00030586",0,681,140,0,1003,0,314,0,410,0,0,591,88,338,0,253
"Peve_00019348",0,100,103,0,285,26,30,106,13,0,0,69,0,58,4,73
"Peve_00030587",0,376,73,0,307,72,176,0,388,0,0,137,0,41,0,47
"Peve_00019345",0,496,160,0,384,97,342,199,691,0,0,232,60,223,34,236
"Peve_00019344",0,866,598,0,709,48,988,187,3050,0,0,402,135,76,49,325
"Peve_00019346",0,1533,300,0,1995,75,339,249,925,0,0,265,0,147,26,379
"Peve_00019342",0,946,565,0,1617,97,64,74,234,0,0,122,0,78,25,191
"Peve_00013706",0,1240,373,0,502,228,256,0,964,0,0,344,167,543,31,414
"Peve_00013704",0,644,119,0,640,0,189,0,207,0,0,110,0,261,12,124
"Peve_00013702",0,279,75,0,144,0,53,0,219,0,0,75,0,62,0,53
"Peve_00013709",0,162,164,0,248,45,91,282,148,0,0,184,0,79,0,18
"Peve_00013708",43,316,26,0,621,0,649,117,357,0,0,234,0,503,0,27
"Peve_00017416",7809,4988,571,1053,9416,334,4017,442,3180,549,109,2928,31,1417,0,765
"Peve_00017415",0,6490,769,0,7704,406,1072,451,3108,0,0,1678,58,1158,128,728
"Peve_00017411",589,3564,1028,0,4159,249,2539,764,2604,0,0,1838,69,473,31,762
"Peve_00017419",0,486,51,0,521,21,208,179,285,0,0,333,19,69,5,96
"Peve_00029272",30,230,51,8,432,16,82,52,49,0,0,146,134,113,11,29
"Peve_00037126",120,79,0,0,122,0,56,105,252,72,0,41,0,21,21,0
"Peve_00001857",0,723,101,0,151,0,66,491,279,0,0,71,0,113,15,55
"Peve_00044290",0,243,64,0,151,0,70,50,41,0,0,243,53,6,0,18
"Peve_00038357",66,894,296,0,745,194,321,267,468,0,0,1541,176,277,48,180
"Peve_00012078",2601,99,36,167,106,22,0,0,0,141,33,172,19,39,4,7
"Peve_00044294",8,1356,313,0,396,0,41,58,73,0,29,794,105,14,20,219
"Peve_00022358",0,1899,258,0,1545,0,399,245,632,0,0,427,54,526,21,487
"Peve_00022353",0,83,25,0,93,0,16,30,17,0,0,20,9,28,12,23
"Peve_00022354",0,1089,731,0,513,331,257,224,442,0,0,101,85,249,36,252
"Peve_00021917",0,938,135,0,620,180,161,229,945,0,0,222,87,138,0,254
"Peve_00021915",183,5657,815,0,6758,199,2124,597,2381,0,0,2442,87,1147,42,769
"Peve_00021913",0,142,107,0,377,14,0,245,9,0,0,349,0,68,15,55
"Peve_00021919",0,10167,1944,0,10595,840,2888,1770,7360,0,0,4286,185,1062,114,2584
"Peve_00021918",556,928,161,132,957,0,629,31,844,103,0,425,23,237,0,162
"Peve_00031281",0,2317,359,0,3455,153,52,424,1279,0,0,1985,41,1861,24,713
"Peve_00011039",398,220,51,0,112,0,60,0,23,0,0,19,0,13,0,37
"Peve_00011034",0,94,128,0,265,0,77,0,413,0,0,92,0,36,0,89
"Peve_00013880",0,925,311,0,1473,0,478,194,892,18,0,360,0,201,21,207
"Peve_00013881",32,642,99,0,400,0,350,0,598,0,0,116,20,54,0,64
"Peve_00013883",40,1505,254,0,2053,0,836,293,617,0,0,487,116,353,0,249
"Peve_00023406",717,2182,406,101,1714,260,453,653,2239,0,10,1062,152,761,65,189
"Peve_00023405",492,1875,350,0,1366,0,704,280,1011,122,0,658,189,189,26,312
"Peve_00023404",153,2227,294,0,3838,91,1997,831,1539,0,0,1268,345,521,61,527
"Peve_00044394",0,16443,5537,0,17179,1181,8748,2898,10861,0,0,6057,1127,3749,405,4574
"Peve_00019753",0,4112,1465,0,5848,640,302,771,1350,0,0,700,141,666,133,1264
"Peve_00014680",0,2046,459,0,3164,290,314,990,724,0,0,1061,185,291,65,454
"Peve_00007385",0,486,65,0,328,0,99,75,329,0,0,52,0,8,0,53
"Peve_00025355",0,28,52,0,1209,0,376,222,1092,0,0,0,0,260,0,124
"Peve_00002865",26,156,66,0,124,0,31,84,62,0,0,47,0,22,0,23
"Peve_00002863",0,354,155,0,619,0,212,245,278,0,0,187,47,60,0,137
"Peve_00042493",0,99,33,0,119,0,193,0,71,0,0,59,23,19,0,64
"Peve_00037306",0,2036,195,0,914,0,321,342,666,0,0,550,11,83,29,143
"Peve_00014561",0,527,159,0,461,69,312,0,456,0,0,396,0,96,22,115
"Peve_00010346",0,52,0,0,143,0,148,23,48,0,0,18,0,33,0,11
"Peve_00010347",0,1224,251,0,651,136,870,0,1145,0,0,459,65,93,0,423
"Peve_00010344",585,888,55,111,517,0,483,152,797,0,0,510,0,0,0,109
"Peve_00010345",0,3872,776,0,4793,103,1551,388,3507,0,0,1975,57,386,94,1064
"Peve_00010343",0,1763,654,0,1427,68,1178,335,2684,0,0,580,151,188,54,692
"Peve_00010340",0,1799,509,22,1130,107,411,141,1290,0,0,705,0,229,61,528
"Peve_00010341",0,455,30,0,441,0,61,0,188,0,0,94,0,52,4,46
"Peve_00012821",0,1580,266,0,2485,54,779,128,807,0,0,483,15,61,15,273
"Peve_00015832",320,9529,1429,0,11955,863,2451,1475,537,0,0,2569,333,762,63,1597
"Peve_00012823",0,611,33,0,696,0,277,116,313,0,0,237,0,190,0,31
"Peve_00022439",0,2100,657,0,1901,284,754,473,514,0,0,732,253,366,27,591
"Peve_00015836",588,926,69,256,1252,0,649,85,821,0,0,642,183,253,0,207
"Peve_00015834",0,1461,202,0,828,0,862,0,1308,0,0,369,0,394,16,259
"Peve_00012829",34,2107,407,0,2840,146,747,276,736,0,0,776,0,436,35,151
"Peve_00012828",38,3643,724,0,5774,114,717,308,1106,128,0,1347,0,227,16,383
"Peve_00022436",66,12361,2016,20,12161,726,5175,1804,8646,0,0,6368,385,1313,152,2372
"Peve_00024179",0,1290,169,0,1546,229,316,246,562,0,0,192,188,234,98,94
"Peve_00024170",0,2237,349,0,1443,74,503,263,519,0,0,513,81,142,27,227
"Peve_00024171",199,1431,208,0,1213,0,340,0,95,0,0,44,87,33,0,182
"Peve_00025803",63,2632,658,0,1959,0,659,590,566,0,0,1110,217,366,45,645
"Peve_00035673",13019,5917,934,3161,10735,559,5321,850,4442,985,296,6618,297,1847,77,1027
"Peve_00019890",37,3165,665,0,2547,382,555,317,2316,0,0,910,177,841,34,558
"Peve_00013066",0,328,58,0,243,76,475,109,285,0,0,179,0,46,0,57
"Peve_00026444",0,3284,679,0,3777,0,2643,351,2274,0,0,1714,169,923,0,843
"Peve_00026445",1720,485,49,162,1440,111,301,205,406,30,0,1199,63,379,0,93
"Peve_00026446",0,134,24,0,162,0,330,0,599,0,0,73,0,38,0,23
"Peve_00026443",0,3009,938,0,5142,291,3511,335,2482,0,0,2083,157,917,41,936
"Peve_00026448",0,320,23,0,166,0,77,32,117,0,0,72,0,82,0,65
"Peve_00026449",524,405,58,137,1159,112,590,230,370,0,0,309,0,191,12,66
"Peve_00014878",31,1672,212,0,1676,90,364,111,1216,0,0,570,33,230,31,152
"Peve_00014870",0,1459,209,0,1399,211,445,351,798,0,0,650,0,544,34,387
"Peve_00014871",0,2789,581,0,6120,197,1966,256,3810,0,0,1632,111,319,68,1073
"Peve_00014874",229,520,74,0,614,0,455,0,331,0,0,198,0,135,21,62
"Peve_00014875",0,1871,308,0,935,75,603,0,963,0,0,606,130,69,7,292
"Peve_00014877",83,4932,853,0,2715,235,1074,545,3342,0,0,1369,248,424,100,787
"Peve_00014560",368,7898,1374,45,10263,563,2064,1856,5217,0,0,2953,319,1163,131,1609
"Peve_00035574",13,3226,469,0,3866,107,1349,427,2157,0,0,2121,0,606,0,924
"Peve_00016585",0,1029,694,0,1022,255,414,362,0,0,0,914,53,39,17,1016
"Peve_00016580",0,2203,400,0,2308,125,777,368,1406,0,0,962,0,375,13,464
"Peve_00016589",0,147,47,0,245,0,40,0,435,0,0,47,5,11,0,150
"Peve_00023796",0,794,222,0,1312,149,96,80,437,0,0,241,0,154,3,306
"Peve_00023795",0,6568,1487,0,4208,756,1523,696,3446,0,0,1495,435,904,110,1331
"Peve_00023794",748,1233,323,56,2965,0,532,154,995,48,0,808,0,114,42,230
"Peve_00004600",0,1071,205,0,1142,0,419,168,784,90,0,624,0,117,44,267
"Peve_00002299",42,1258,229,0,1228,0,1044,306,1278,0,0,649,0,216,16,458
"Peve_00002298",86,2594,769,0,2575,130,783,591,1586,0,0,821,256,429,58,590
"Peve_00004608",0,831,128,0,330,46,265,0,169,0,0,444,36,18,0,210
"Peve_00044225",42,261,51,0,215,90,0,0,170,0,0,126,0,0,0,72
"Peve_00002290",0,346,76,0,671,129,44,59,164,0,0,206,94,69,0,77
"Peve_00015051",0,571,99,0,634,0,626,0,562,0,0,162,0,38,0,167
"Peve_00015050",309,5900,1359,43,6195,752,3035,1063,4297,88,0,2987,404,981,104,1200
"Peve_00021498",0,975,183,0,1386,0,0,222,492,0,0,403,0,213,0,209
"Peve_00021499",0,753,325,0,719,0,120,0,34,0,0,195,106,96,0,192
"Peve_00021491",110,1755,211,0,2162,196,611,375,877,46,0,150,16,122,11,287
"Peve_00034858",0,6400,1872,0,5303,196,2039,1058,2838,0,0,1496,549,553,111,1435
"Peve_00034854",0,1104,277,0,1056,0,706,0,628,0,0,471,0,194,16,200
"Peve_00034855",0,1773,365,0,1291,266,1890,363,2583,0,0,1876,216,626,0,1202
"Peve_00034856",0,1245,325,0,846,115,627,310,1009,0,0,687,0,102,35,357
"Peve_00034851",0,776,276,0,414,0,247,0,361,0,0,302,38,274,0,162
"Peve_00034853",0,7853,2767,0,12158,408,2012,1650,3634,0,0,2836,644,1050,147,1818
"Peve_00041478",0,3466,532,0,2818,246,602,716,1781,0,0,1124,0,580,37,860
"Peve_00041476",0,475,187,0,241,61,460,261,473,0,0,265,113,64,0,270
"Peve_00041477",50,24,10,0,45,15,33,0,13,0,0,38,0,22,2,7
"Peve_00041474",0,553,80,0,246,0,76,75,359,0,0,127,0,173,0,248
"Peve_00041475",304,2613,312,75,2433,172,567,403,1488,0,0,764,159,420,76,314
"Peve_00028131",0,257,131,0,176,0,98,0,244,0,0,157,10,26,0,33
"Peve_00039758",36,3531,1290,0,2087,250,1517,547,2825,0,0,743,431,267,235,1026
"Peve_00039750",177,20157,3149,0,12495,1033,3945,2736,9480,0,0,3431,546,5646,260,2815
"Peve_00039751",1103,80628,17202,76,34267,8144,13657,13583,46646,248,195,16926,4502,25004,1737,14333
"Peve_00039753",0,493,96,0,223,78,109,97,256,0,0,89,0,134,36,57
"Peve_00018180",0,915,95,0,970,0,901,0,511,0,0,491,0,610,14,123
"Peve_00018181",0,966,281,0,1171,40,521,0,563,0,0,476,0,112,13,271
"Peve_00018184",13,2281,361,0,2453,233,1558,621,1621,0,0,1505,0,332,61,966
"Peve_00018185",175,1815,511,89,1787,47,585,169,1213,0,0,851,0,369,40,385
"Peve_00018187",82,3151,449,0,3277,145,513,281,1680,0,0,651,252,603,0,293
"Peve_00018188",17,114,16,52,256,0,98,0,133,0,0,245,0,14,5,45
"Peve_00018189",0,1070,153,0,610,20,402,149,823,0,0,256,68,4,13,239
"Peve_00003651",0,39,15,0,14,0,27,0,129,0,0,21,16,22,0,12
"Peve_00019589",35,1284,496,0,837,237,413,199,1138,0,0,480,37,217,47,522
"Peve_00019588",3913,66089,12008,600,116540,3495,29230,9826,45307,552,104,40744,3966,20604,1264,10987
"Peve_00019586",0,1743,100,0,510,49,316,211,243,0,0,810,151,416,0,266
"Peve_00019585",0,745,96,0,157,0,0,0,182,0,25,585,0,124,0,58
"Peve_00019584",0,1206,114,0,202,142,12,0,172,0,0,537,58,200,0,90
"Peve_00019581",0,897,40,0,17,0,678,0,3772,0,0,0,0,30,51,156
"Peve_00006518",261,1303,190,0,1238,0,330,138,681,0,0,732,104,76,0,148
"Peve_00006516",0,299,83,0,140,35,16,99,9,0,0,108,33,7,0,47
"Peve_00006510",152,1655,405,0,887,192,509,343,1099,0,0,751,74,295,47,301
"Peve_00006511",0,519,51,0,267,0,106,56,171,0,0,43,0,27,16,57
"Peve_00001720",0,5204,914,34,3079,441,3312,1181,7646,0,0,1085,245,280,0,2202
"Peve_00001726",0,1823,217,0,783,124,100,0,238,0,0,191,35,0,0,117
"Peve_00001727",51,1296,311,0,2823,127,513,308,70,0,0,201,195,21,0,315
"Peve_00001724",0,987,203,0,607,195,141,0,473,0,0,312,126,162,0,387
"Peve_00001729",0,1747,115,0,1302,122,272,91,73,0,0,236,27,0,0,94
"Peve_00016809",0,1167,172,0,428,0,69,136,381,0,0,401,0,144,0,174
"Peve_00016803",0,252,43,0,267,0,57,49,65,0,0,88,0,0,0,53
"Peve_00016807",0,4289,1110,21,8158,209,2058,411,2250,0,0,1259,0,1568,39,1092
"Peve_00016806",396,8368,1085,147,10343,0,4353,803,6024,0,0,3600,113,1025,0,980
"Peve_00016805",0,589,61,0,804,0,608,0,418,0,0,101,0,191,0,82
"Peve_00016804",0,214,72,0,112,0,120,0,89,0,0,185,47,18,21,151
"Peve_00028459",80,2288,930,66,3201,312,503,585,1533,0,0,974,66,426,0,542
"Peve_00028458",34,864,190,0,635,95,150,101,309,0,0,184,0,0,0,141
"Peve_00028457",0,459,88,0,337,0,59,0,496,0,0,385,0,101,0,187
"Peve_00028456",0,935,117,0,643,160,286,252,519,0,0,556,47,180,0,221
"Peve_00019002",0,494,157,0,167,0,256,254,323,0,0,364,145,60,12,70
"Peve_00019003",0,1149,184,0,395,0,104,139,121,0,0,269,71,0,0,132
"Peve_00039496",0,115,31,0,171,33,19,0,59,0,0,62,0,0,0,16
"Peve_00019001",0,1183,494,0,617,250,477,135,905,0,0,475,0,109,43,400
"Peve_00009266",54,200,35,0,565,0,0,0,126,0,0,159,0,29,0,126
"Peve_00009265",19,275,99,0,469,0,0,354,180,0,0,141,67,128,18,92
"Peve_00009264",818,283,0,44,0,0,0,0,261,0,23,778,113,276,0,231
"Peve_00009262",0,211,100,0,1530,225,13,0,236,0,0,170,84,75,0,71
"Peve_00009260",0,578,125,0,944,65,50,158,462,0,0,202,0,105,0,123
"Peve_00007394",156,6,3,0,44,0,49,19,19,33,0,12,7,30,7,5
"Peve_00007390",0,433,115,0,505,56,43,130,317,0,0,176,0,22,11,147
"Peve_00043721",0,3174,365,0,5534,168,1157,355,1868,0,0,1672,161,564,33,602
"Peve_00007399",163,30,15,0,50,0,187,0,0,0,0,23,56,83,11,55
"Peve_00005727",0,208,46,0,142,0,181,53,134,0,0,114,0,0,21,46
"Peve_00005725",0,843,280,0,206,0,44,150,205,0,0,127,0,24,0,114
"Peve_00005723",0,25,34,0,0,0,14,11,0,0,0,22,0,12,19,19
"Peve_00005721",0,25175,6911,40,18569,1888,27054,3755,27959,0,0,5386,1903,1177,503,3966
"Peve_00043726",0,44,0,0,8,43,222,60,0,0,0,44,12,21,6,33
"Peve_00043727",1333,1580,180,107,2434,0,1211,499,1170,304,25,1029,0,275,0,308
"Peve_00029496",0,180,72,0,431,0,28,42,128,0,0,161,15,48,4,57
"Peve_00029495",49,994,174,0,1081,101,544,112,938,0,0,496,40,177,0,303
"Peve_00029492",60,1882,455,0,1388,121,425,529,1213,0,0,572,80,225,0,564
"Peve_00038937",0,9425,875,0,3946,382,1072,802,3058,0,0,821,181,17,25,1539
"Peve_00029499",0,222,66,0,364,0,112,25,51,0,49,28,35,147,0,9
"Peve_00033052",0,785,253,0,1030,0,0,0,298,0,0,107,0,55,27,69
"Peve_00040794",0,2840,716,0,2478,238,907,233,1359,6,0,621,177,221,39,500
"Peve_00040797",0,290,83,0,191,0,72,0,79,0,0,151,0,21,0,58
"Peve_00040791",0,1718,389,0,905,292,272,342,1404,0,0,623,173,276,13,276
"Peve_00040793",0,538,166,0,992,0,755,107,817,0,0,141,56,174,35,78
"Peve_00040799",197,6196,1553,0,3586,393,1657,1417,3634,0,0,1908,251,542,114,1645
"Peve_00031747",0,458,166,0,735,0,212,0,493,0,0,141,0,51,24,0
"Peve_00036987",0,8,11,0,48,26,81,135,0,0,0,19,41,92,36,22
"Peve_00029196",1181,3830,414,73,5397,85,922,847,1808,71,50,1936,0,623,0,689
"Peve_00030833",0,402,90,0,118,90,175,0,166,0,0,138,0,23,0,70
"Peve_00035842",312,9475,2759,48,13757,786,3399,1541,3661,0,0,5091,498,1275,129,1878
"Peve_00035843",0,3376,652,0,3805,494,913,207,1607,0,0,1137,259,739,95,713
"Peve_00023722",7,388,18,0,412,0,119,98,434,0,0,190,0,30,13,13
"Peve_00023723",0,526,109,0,316,0,81,177,295,0,0,46,0,0,0,109
"Peve_00023726",0,71,64,0,71,28,6,0,73,0,0,121,80,51,26,26
"Peve_00023727",0,823,169,0,1156,0,77,0,407,0,0,153,0,221,0,165
"Peve_00023725",0,2286,387,0,1352,0,355,416,1807,0,0,1054,0,0,0,346
"Peve_00032099",0,677,120,0,302,0,70,43,156,0,0,224,24,110,1,136
"Peve_00036579",0,590,126,0,207,0,27,52,221,0,0,272,0,93,0,112
"Peve_00036578",0,531,59,0,483,23,127,356,206,0,0,124,47,64,58,107
"Peve_00023096",86,1936,105,0,1392,58,212,45,628,22,0,210,83,116,4,82
"Peve_00023097",61,772,143,0,1119,0,94,0,393,0,0,391,0,69,0,77
"Peve_00023098",223,3733,533,22,3565,0,3049,655,2242,20,0,1627,53,683,0,809
"Peve_00023099",67,255,50,72,1620,0,123,117,241,0,0,163,0,58,0,32
"Peve_00036572",202,976,139,86,1196,72,1336,181,279,0,0,441,88,311,10,200
"Peve_00036577",787,1599,226,0,1394,130,202,364,491,40,0,334,0,40,15,267
"Peve_00028846",0,332,31,0,395,0,68,38,177,0,0,44,0,0,0,66
"Peve_00028845",0,83,89,0,242,45,570,112,945,0,0,137,37,54,10,31
"Peve_00028842",539,192843,29256,132,62755,9272,61285,21811,24253,96,46,65495,7772,31646,2078,95769
"Peve_00028843",0,255,96,0,323,0,117,0,463,0,0,200,27,80,0,110
"Peve_00028848",0,1138,259,0,1422,0,164,0,478,0,0,574,61,104,6,231
"Peve_00022615",0,4495,653,0,3071,106,2267,502,3591,0,0,1227,131,297,0,944
"Peve_00010776",0,165,11,0,114,2,43,134,44,0,0,0,40,1,3,13
"Peve_00010774",72,230,31,0,549,34,23,0,122,52,0,107,0,0,0,59
"Peve_00010770",0,643,95,0,928,0,338,0,372,0,0,305,0,195,0,101
"Peve_00033874",0,1961,246,0,3561,107,1464,245,1480,0,0,1094,0,829,33,390
"Peve_00033873",0,152,21,0,132,0,62,0,48,0,0,0,0,65,23,11
