"","trim.16r.gtf","trim.211r.gtf","trim.218r.gtf","trim.225r.gtf","trim.227r.gtf","trim.235r.gtf","trim.236r.gtf","trim.244r.gtf","trim.253r.gtf","trim.34r.gtf","trim.43r.gtf","trim.61r.gtf","trim.71r.gtf","trim.76r.gtf","trim.82r.gtf","trim.86r.gtf"
"Peve_00032900",0,573,194,0,322,0,87,0,340,0,0,385,165,99,34,259
"Peve_00032902",0,685,81,0,627,90,219,0,595,0,0,399,88,81,12,166
"Peve_00032903",70,4218,1404,0,5843,329,1585,1308,2727,0,0,1904,181,830,55,1191
"Peve_00007315",31,1059,233,0,626,0,0,304,2616,0,0,121,0,79,0,299
"Peve_00007317",0,285,159,0,373,0,81,48,270,0,0,84,0,48,13,112
"Peve_00007316",61,752,196,0,545,0,283,0,574,0,0,294,46,0,0,183
"Peve_00007311",0,5262,929,0,6073,319,2070,267,3360,0,0,1965,110,898,57,770
"Peve_00007310",0,1987,376,51,840,215,317,221,535,0,0,205,12,34,0,360
"Peve_00007312",33,649,272,17,868,45,340,167,520,0,0,200,96,106,19,188
"Peve_00029415",0,1083,280,0,1055,106,308,157,944,0,0,220,0,250,21,343
"Peve_00029411",10,33,25,0,163,0,0,53,0,0,0,56,6,103,18,65
"Peve_00022052",0,7081,1780,0,8031,350,1654,1174,3844,0,0,2464,179,851,138,2034
"Peve_00022051",0,1055,209,0,920,0,282,0,290,0,0,507,77,161,14,268
"Peve_00022050",93,7875,2320,0,4696,547,2534,1995,5003,0,0,3532,834,1183,279,1867
"Peve_00022057",0,1460,286,0,2157,139,1756,166,1914,0,0,476,0,0,0,250
"Peve_00022056",297,2913,824,0,2099,195,1628,612,3340,0,0,744,345,317,0,846
"Peve_00022055",113,5132,882,0,5483,163,2406,553,2931,66,0,1707,316,851,138,884
"Peve_00022054",0,965,215,0,578,0,393,0,659,0,0,342,0,145,0,224
"Peve_00022059",0,1525,156,0,827,0,259,0,673,0,0,322,0,46,0,172
"Peve_00022058",0,112,24,0,216,0,200,0,182,0,0,150,0,59,0,57
"Peve_00033369",0,2888,546,0,2071,362,763,50,5492,0,0,447,180,38,0,689
"Peve_00033367",117,784,234,24,830,0,408,188,518,0,0,237,0,263,57,139
"Peve_00033366",0,459,168,0,1194,0,102,29,161,0,0,151,0,145,0,124
"Peve_00033365",0,862,154,0,822,0,0,171,0,0,0,140,0,113,21,135
"Peve_00033364",0,5856,1337,0,4501,417,1773,1250,4033,0,0,2040,179,602,114,1347
"Peve_00033362",0,250,90,0,161,0,90,0,484,0,0,139,0,91,0,78
"Peve_00032018",27,18199,4470,0,25964,1071,4840,2344,5643,90,0,7151,759,4319,194,4115
"Peve_00032019",0,854,266,0,402,37,146,0,704,0,0,433,0,82,28,241
"Peve_00032016",0,517,166,0,604,119,0,301,152,0,0,216,0,67,24,177
"Peve_00032010",0,71,12,0,393,0,256,0,190,0,0,330,0,46,0,96
"Peve_00031291",62,166,36,0,278,0,334,0,75,0,0,0,41,420,0,38
"Peve_00031290",0,421,45,0,443,0,46,0,158,0,0,66,0,56,0,90
"Peve_00031293",0,508,92,0,373,68,266,104,273,0,0,174,0,12,0,73
"Peve_00031292",0,245,129,0,356,0,291,0,246,0,0,48,28,52,0,129
"Peve_00037626",0,1416,239,0,1922,107,63,344,357,0,0,190,0,47,22,120
"Peve_00037620",0,987,79,0,427,132,82,0,464,0,0,268,93,136,30,293
"Peve_00017903",1854,6106,923,171,6640,444,2335,879,3713,102,0,3851,201,1058,111,1219
"Peve_00037991",336,55,35,69,143,0,220,0,304,0,0,280,0,49,0,46
"Peve_00027845",1247,44785,7485,165,69939,1499,7464,5838,19455,174,93,7779,1668,4812,438,10113
"Peve_00022610",0,2655,263,0,2520,123,171,0,1032,0,0,728,0,764,60,330
"Peve_00011429",37,1401,211,0,2097,266,404,0,1023,0,0,177,134,131,45,473
"Peve_00011420",257,1164,154,0,1477,0,465,185,979,0,0,608,0,79,0,157
"Peve_00024043",56,2359,322,0,2536,253,860,127,1548,0,0,417,0,356,0,356
"Peve_00023015",475,196,0,52,491,0,0,47,3,41,0,0,0,80,0,14
"Peve_00026750",0,407,128,0,258,125,202,75,334,0,0,127,50,0,0,109
"Peve_00026752",0,1340,79,0,793,0,309,0,668,0,0,494,0,210,0,232
"Peve_00026754",0,619,67,0,412,0,272,0,256,0,0,180,0,40,0,95
"Peve_00026755",0,1351,117,0,863,0,749,121,574,0,0,494,0,0,0,494
"Peve_00026757",0,1977,550,0,2314,165,646,321,1640,0,0,778,147,287,20,482
"Peve_00026758",0,138,153,0,89,0,0,104,69,0,0,32,0,42,0,60
"Peve_00026759",0,620,84,0,421,0,238,154,150,0,0,521,0,124,10,32
"Peve_00013379",0,270,19,0,295,0,0,92,176,0,0,200,69,57,0,93
"Peve_00013372",77,977,129,0,923,0,229,0,313,0,0,112,0,19,0,166
"Peve_00013370",106,785,30,0,911,114,213,0,320,0,0,202,0,84,0,50
"Peve_00013371",55,420,76,0,526,35,162,0,359,0,0,84,0,74,0,78
"Peve_00013374",0,2878,631,0,3452,104,2169,536,2135,0,0,1528,0,376,25,664
"Peve_00015430",0,742,235,0,407,47,415,0,0,0,0,607,45,308,8,197
"Peve_00015439",0,217,75,0,145,0,69,0,17,0,0,110,0,84,0,35
"Peve_00022832",0,522,265,0,597,39,236,261,246,0,0,429,0,81,0,267
"Peve_00027805",0,4021,896,0,2547,323,533,393,1182,0,0,1033,98,300,63,1106
"Peve_00027809",210,98165,50645,214,76781,15492,74813,18743,171317,88,60,35769,9297,14632,1309,24396
"Peve_00010485",0,2846,593,0,1853,128,789,360,1502,0,0,773,0,326,0,332
"Peve_00010484",49,190,83,0,72,101,0,90,72,0,0,77,2,57,27,51
"Peve_00010480",0,4832,382,0,1791,105,2921,284,6533,0,0,335,0,118,0,337
"Peve_00010483",0,268,42,0,306,0,1269,158,509,0,0,290,81,135,0,395
"Peve_00021569",46,664,179,0,1049,124,814,107,643,0,0,292,0,213,33,146
"Peve_00021567",0,519,166,0,260,0,34,170,153,0,0,77,0,47,33,56
"Peve_00021565",20,122,614,16,1185,0,61,0,57,0,0,52,0,41,22,98
"Peve_00013598",0,288,62,0,444,0,408,109,171,0,0,232,0,192,17,59
"Peve_00013599",0,682,171,0,508,14,168,366,294,0,0,174,0,147,13,122
"Peve_00013596",0,465,314,0,847,192,180,165,145,0,0,451,101,131,37,194
"Peve_00013597",120,337,123,0,245,0,0,238,244,0,0,205,0,71,6,67
"Peve_00013594",0,727,110,0,1082,0,140,0,89,0,0,502,0,58,16,152
"Peve_00013595",7,322,60,0,421,0,20,15,62,0,0,93,0,20,0,49
"Peve_00013592",0,3155,587,0,2311,81,475,578,1945,0,0,1247,29,530,76,751
"Peve_00013593",0,411,155,0,211,60,87,0,592,0,0,135,0,0,0,230
"Peve_00013590",843,1532,115,101,1616,0,260,63,200,115,0,1182,75,458,35,245
"Peve_00013591",0,471,100,0,411,0,57,35,205,0,0,319,0,16,0,59
"Peve_00017288",0,965,59,0,761,0,291,238,1189,5,0,249,0,152,28,84
"Peve_00017284",0,1839,120,0,779,26,117,344,1493,0,0,818,143,99,183,127
"Peve_00014745",16,297,47,0,461,0,28,114,399,20,0,41,24,33,4,25
"Peve_00014742",321,5302,563,0,8484,131,2468,427,2578,0,0,1688,145,1382,67,602
"Peve_00014741",0,412,23,0,227,0,166,249,111,0,0,94,0,24,0,178
"Peve_00011999",0,272,55,0,191,0,117,0,348,0,0,28,0,27,0,70
"Peve_00001965",0,625,74,0,3369,44,120,0,324,0,0,181,0,106,0,90
"Peve_00017132",0,176,26,0,147,0,61,0,381,0,0,35,0,76,0,22
"Peve_00017133",0,982,208,0,415,191,178,139,327,0,0,915,216,116,20,135
"Peve_00003760",0,6603,1878,0,5001,742,2045,432,6270,0,0,2632,143,878,72,1329
"Peve_00003762",0,715,74,0,296,0,0,83,352,0,0,560,0,85,0,284
"Peve_00016425",0,3373,1043,0,2907,388,1007,510,1441,0,0,917,353,314,49,1668
"Peve_00016427",0,275,17,0,375,0,129,0,193,0,0,83,0,52,0,26
"Peve_00026035",8,373,40,0,66,315,342,211,1134,0,0,395,234,183,38,245
"Peve_00026034",325,742,155,0,329,0,867,0,733,0,0,429,0,157,0,265
"Peve_00026033",0,909,267,0,602,18,437,0,937,0,0,525,0,208,32,162
"Peve_00026039",0,980,73,0,419,101,382,37,719,0,0,481,48,56,25,251
"Peve_00044718",0,693,338,0,495,0,69,82,542,0,0,316,0,142,48,189
"Peve_00044711",154,11416,2416,0,9347,719,2707,695,7603,0,0,3172,368,1424,204,2293
"Peve_00044713",0,2833,490,0,3411,190,1513,343,1791,0,0,1374,214,492,88,532
"Peve_00044714",0,1501,401,0,1575,113,469,27,849,0,0,713,52,116,29,282
"Peve_00041544",45,18,0,0,34,0,115,0,28,18,11,14,0,36,3,0
"Peve_00042015",0,450,48,0,215,0,91,0,215,0,0,184,84,95,0,152
"Peve_00042017",0,7654,2020,0,6577,264,2256,912,4501,0,0,1918,295,724,72,1597
"Peve_00042016",50,7519,1511,0,7975,312,2886,889,5945,0,0,2681,351,1449,106,1062
"Peve_00045042",0,225,0,0,146,0,162,0,198,0,0,175,0,136,19,88
"Peve_00043946",0,22782,1571,0,8290,0,3472,0,2186,0,0,4784,78,302,45,2756
"Peve_00043947",19,6873,530,63,4279,0,8852,80,5757,0,0,1692,15,90,16,643
"Peve_00043948",498,1616,249,123,1792,0,897,0,661,109,0,566,0,137,40,263
"Peve_00043949",96,527,65,0,204,107,231,175,381,61,0,364,81,144,39,175
"Peve_00029703",54,7709,1857,0,4524,700,2926,1272,6549,0,0,2704,490,1411,264,2317
"Peve_00000523",1022,2988,481,182,6045,300,1452,831,1888,277,0,1349,239,782,74,345
"Peve_00000522",56,1241,555,35,2203,349,836,346,1482,0,0,710,216,123,47,500
"Peve_00000526",3112,6737,1041,704,13519,513,3297,926,3766,298,276,1982,207,1022,50,1117
"Peve_00000525",0,3596,697,0,927,445,4226,498,2437,0,0,1936,304,582,56,885
"Peve_00000524",0,1115,466,0,586,0,283,441,1202,0,0,520,0,180,0,343
"Peve_00000528",0,776,93,0,347,0,223,0,349,0,0,314,0,162,5,177
"Peve_00004237",22,460,110,0,357,57,223,268,1256,0,0,481,44,82,8,175
"Peve_00004235",0,1289,299,0,1143,64,267,198,648,0,0,440,68,79,9,163
"Peve_00015191",0,308,45,46,169,0,0,0,107,0,0,125,0,23,16,60
"Peve_00039598",0,526,74,27,335,31,393,37,284,0,0,141,31,44,6,80
"Peve_00039599",0,40,11,0,69,0,81,49,9,0,0,65,31,42,20,11
"Peve_00015196",32,633,110,0,226,0,411,86,725,0,0,426,0,104,0,158
"Peve_00015197",13,565,272,0,796,123,385,153,497,0,0,622,35,22,5,202
"Peve_00008548",1676,1029,168,0,1057,61,0,307,27,0,0,725,38,134,15,231
"Peve_00039048",0,2409,241,0,1761,243,656,0,1229,0,0,348,0,353,0,509
"Peve_00039040",102,2758,660,0,12168,140,1721,399,2350,0,0,1289,254,720,107,446
"Peve_00039041",430,1825,255,0,1864,83,517,354,1063,69,0,934,126,296,21,366
"Peve_00039042",0,2996,880,0,3304,0,3281,273,3265,0,0,1409,73,686,58,944
"Peve_00039043",0,965,335,0,523,0,270,168,610,0,0,104,0,35,0,171
"Peve_00039044",0,3266,1012,0,2476,436,1067,622,2328,0,0,1247,353,401,44,803
"Peve_00039045",248,37534,8209,37,34248,2715,10504,6063,18389,0,173,13844,1894,4202,486,7111
"Peve_00039046",0,669,239,32,665,81,604,157,582,0,11,351,35,150,0,127
"Peve_00039047",58,432,149,0,167,103,583,0,430,0,0,68,0,109,0,0
"Peve_00018474",0,67,27,0,0,10,56,31,253,0,0,82,0,34,4,15
"Peve_00027072",0,354,77,0,193,171,180,0,144,0,0,96,0,0,0,66
"Peve_00027073",0,2777,1502,0,7108,371,831,1313,1476,0,55,879,215,265,37,1119
"Peve_00027076",0,3026,146,0,4009,207,1197,211,984,0,0,761,0,503,0,470
"Peve_00027077",0,4114,631,0,3032,126,816,709,1429,0,27,533,138,286,45,777
"Peve_00027075",0,1543,251,0,1277,289,526,0,1252,0,0,815,143,345,0,383
"Peve_00039728",37,2025,389,0,1058,150,951,0,1588,0,0,405,121,232,16,464
"Peve_00034537",0,5226,643,0,2651,225,946,863,3950,0,0,2463,0,543,44,843
"Peve_00002969",0,2503,553,0,2235,0,875,437,1756,0,0,990,205,157,76,598
"Peve_00002968",154,24912,5213,55,32506,1324,16857,2555,13239,0,48,10550,850,4467,133,5473
"Peve_00002965",0,1377,391,6,1536,296,1286,363,1247,0,0,883,147,352,73,492
"Peve_00040627",0,270,73,0,145,0,105,224,407,0,0,134,24,76,11,98
"Peve_00020418",91,4131,898,0,2213,197,469,1067,2464,0,0,1475,245,389,94,1035
"Peve_00020414",0,1454,366,0,473,0,77,246,928,0,0,419,29,44,35,425
"Peve_00020417",0,1341,367,0,698,46,858,215,1393,0,0,639,137,120,40,231
"Peve_00020410",213,1263,186,0,1432,128,1015,270,1056,0,0,928,23,156,0,202
"Peve_00024529",403,4575,1116,0,4568,635,1495,833,2263,15,0,2327,239,1084,111,1018
"Peve_00024528",0,606,331,0,751,42,431,104,1089,0,0,299,220,112,24,328
"Peve_00012832",115,608,55,0,654,32,757,0,280,0,0,194,68,146,23,65
"Peve_00024527",0,5413,542,0,5787,232,2415,460,2063,0,14,1767,36,763,0,919
"Peve_00024521",0,841,279,0,448,261,381,105,383,0,0,243,0,128,0,181
"Peve_00022543",22,31,17,0,17,19,7,37,10,0,0,18,16,100,7,0
"Peve_00027790",0,389,32,0,242,0,256,0,369,0,0,87,0,74,9,48
"Peve_00027796",0,1446,222,0,5865,219,637,221,960,0,0,760,0,305,0,377
"Peve_00040080",80,864,189,0,812,0,0,116,352,0,0,291,332,88,0,100
"Peve_00022547",0,202,73,0,354,48,0,0,31,0,0,251,30,8,20,131
"Peve_00040083",0,91,47,0,41,57,35,0,133,0,0,50,0,36,0,39
"Peve_00022546",0,552,129,0,323,29,143,325,182,0,0,285,0,28,0,108
"Peve_00040089",38,3807,605,0,119,140,3109,456,3919,0,0,4176,649,1368,30,113
"Peve_00003057",0,1976,296,0,3104,141,681,225,884,0,0,649,77,103,5,315
"Peve_00007259",148,252,45,0,208,0,93,0,98,3,29,87,60,15,0,43
"Peve_00007254",0,1204,195,0,117,142,308,0,860,0,0,401,0,71,38,461
"Peve_00007251",41,777,179,0,736,55,242,0,495,0,0,152,0,94,0,115
"Peve_00007253",199,25759,2734,0,6036,887,4012,1856,12872,0,0,5626,880,1010,375,7172
"Peve_00014404",419,47087,19632,40,64530,7940,44281,14411,37881,86,58,21489,6487,11860,1618,14706
"Peve_00041026",572,1287,142,60,2332,44,545,151,455,0,0,686,0,464,30,220
"Peve_00041023",78,50,79,0,186,54,0,13,0,0,0,46,39,83,0,15
"Peve_00041022",66,530,71,0,421,52,0,0,114,0,0,213,0,10,7,75
"Peve_00007927",0,620,41,0,100,37,110,94,225,0,0,403,0,57,0,67
"Peve_00007922",0,2661,515,0,2136,0,793,426,1213,0,0,735,119,423,0,412
"Peve_00007923",281,6746,1138,0,5673,778,1830,740,4030,0,0,2578,172,941,61,1330
"Peve_00007921",0,779,268,0,1112,0,175,204,575,0,0,307,0,34,0,226
"Peve_00031703",130,1041,96,0,1106,156,530,0,444,94,0,374,0,276,34,169
"Peve_00036808",0,1476,605,0,1181,251,456,641,1300,0,0,634,59,128,0,380
"Peve_00036806",47,3500,802,0,2052,349,788,957,1797,0,0,875,297,416,119,811
"Peve_00005275",0,264,82,0,126,0,0,29,0,0,0,146,61,95,5,16
"Peve_00005277",0,2905,688,0,2114,0,727,216,1334,0,0,685,255,405,61,541
"Peve_00005270",0,128,34,0,70,0,32,19,17,0,0,101,67,32,0,2
"Peve_00005271",0,242,21,0,241,0,65,0,97,0,0,42,0,47,0,21
"Peve_00005278",0,332,54,0,187,130,122,52,265,0,0,192,0,13,11,151
"Peve_00005279",0,1302,417,0,551,96,257,172,585,0,0,568,165,176,21,319
"Peve_00009565",0,534,88,0,394,0,141,87,279,0,0,226,0,27,0,98
"Peve_00009566",0,473,89,0,336,0,207,0,341,0,0,105,126,46,0,63
"Peve_00009560",473,48556,12501,64,55974,2747,10148,8351,24286,110,0,14900,2618,3898,670,12011
"Peve_00018730",0,464,16,0,430,74,16,0,288,0,0,88,0,32,6,92
"Peve_00029338",0,3825,881,0,3775,137,1740,719,4038,0,0,1872,285,798,48,890
"Peve_00029337",0,4568,1162,0,5740,260,770,542,2769,0,0,2260,253,348,0,1122
"Peve_00029336",0,3633,866,0,2248,69,2492,171,3542,0,0,942,48,466,0,866
"Peve_00029335",0,2095,482,0,1745,0,1276,0,1321,0,0,585,78,144,20,499
"Peve_00029334",0,37990,9981,0,21312,3711,9273,6102,17990,0,103,7654,3778,1263,655,12231
"Peve_00029333",0,783,591,0,741,137,73,369,149,0,0,436,0,114,0,404
"Peve_00029332",0,2845,524,0,1645,121,804,208,1412,0,0,768,0,173,61,513
"Peve_00038097",37,1860,325,0,2278,152,1567,307,1186,0,0,1410,135,676,0,555
"Peve_00037042",0,9061,2799,0,11430,1125,5630,1660,5563,0,0,6854,689,2009,255,3310
"Peve_00037043",430,207,0,0,59,0,133,139,183,0,0,41,0,73,0,48
"Peve_00037040",0,950,358,0,1296,76,359,313,940,0,0,264,0,225,0,163
"Peve_00037041",0,1621,130,0,725,97,415,295,1537,0,0,624,0,0,0,375
"Peve_00038099",0,2566,585,0,3682,0,672,220,637,44,0,875,0,325,0,1151
"Peve_00037049",28,234,69,0,128,0,193,0,282,0,0,0,0,38,0,11
"Peve_00033973",0,8335,807,0,9130,543,1792,960,3291,0,0,1309,83,659,37,1137
"Peve_00033970",125,6254,1227,0,4061,567,1948,1007,4319,0,0,2275,195,837,85,879
"Peve_00033971",64,8051,1300,14,4776,260,1619,818,3794,0,0,1739,0,570,44,1365
"Peve_00025462",252,433,42,0,382,0,349,0,256,0,0,418,0,92,0,73
"Peve_00030777",83,313,17,0,0,86,0,0,288,0,0,52,25,117,0,155
"Peve_00030776",0,462,100,0,362,0,597,98,350,0,0,52,0,141,0,202
"Peve_00038542",0,163,46,0,109,0,0,98,112,0,0,0,49,22,9,41
"Peve_00038547",0,1503,159,0,1446,0,430,0,1365,0,0,501,0,120,0,261
"Peve_00038545",0,414,1641,0,380,0,0,50,108,0,0,951,0,47,0,446
"Peve_00036391",246,2454,288,51,3349,0,1460,803,1378,0,0,1416,0,603,40,488
"Peve_00036390",0,4566,1467,0,5975,410,1631,883,2723,0,0,2480,205,989,100,1047
"Peve_00036392",0,641,223,0,349,0,170,50,481,0,0,205,60,97,7,88
"Peve_00036395",235,643,89,0,510,0,0,71,570,0,0,410,0,167,0,110
"Peve_00036396",0,1055,233,0,1194,0,703,0,524,0,0,860,0,144,0,150
"Peve_00013927",0,58,30,0,78,0,138,32,304,0,0,81,0,4,5,36
"Peve_00013926",0,612,72,0,515,54,56,12,277,0,0,78,54,64,0,75
"Peve_00013921",0,209,58,0,551,0,221,231,238,0,0,263,0,75,0,76
"Peve_00036028",14,8436,3752,0,7711,739,4894,2217,7767,0,0,5859,859,916,328,2155
"Peve_00036027",0,482,47,0,688,0,150,102,366,0,0,227,39,25,0,80
"Peve_00036024",0,43154,11506,24,24074,1689,2629,4545,9483,0,0,5334,1221,881,330,7868
"Peve_00013929",339,3015,545,52,3123,186,727,799,2042,38,39,1832,110,775,74,549
"Peve_00032739",0,3224,861,0,2016,107,1511,448,1625,0,0,698,34,276,25,472
"Peve_00032738",0,538,26,0,533,0,339,66,436,0,0,123,0,59,0,43
"Peve_00032736",46,2869,728,0,3677,394,1048,414,2118,0,0,1194,258,449,23,708
"Peve_00032735",3539,6364,762,430,15508,447,4846,982,4952,127,326,3462,197,1363,93,878
"Peve_00032734",113,10226,2242,0,9011,880,4186,1339,5421,0,0,3304,995,1069,310,2480
"Peve_00032733",54,1719,366,0,2041,261,652,1139,1257,0,0,888,131,302,0,433
"Peve_00032732",0,238,39,0,512,0,145,165,158,0,0,123,0,8,0,41
"Peve_00023919",1879,5251,437,187,3444,166,2036,514,3508,0,68,2242,148,181,0,424
"Peve_00018569",41,15190,4166,43,29499,976,11460,1864,11900,0,0,10029,717,4337,155,3090
"Peve_00031558",0,322,112,0,335,0,127,0,98,0,0,197,0,50,0,132
"Peve_00031559",0,1024,168,0,764,0,152,0,544,0,0,138,49,27,0,233
"Peve_00031557",0,732,213,0,552,116,357,194,681,0,0,222,0,130,0,215
"Peve_00031554",0,73,35,0,24,0,74,0,132,0,0,107,0,47,0,48
"Peve_00031550",0,280,11,0,690,0,106,0,111,0,0,173,0,98,0,13
"Peve_00003029",23,42,78,0,407,0,204,39,223,0,0,234,17,130,21,85
"Peve_00003028",0,404,403,7,677,0,28438,728,19742,26,0,13,0,46,8,166
"Peve_00026856",0,362,35,0,185,45,429,0,477,0,0,117,0,9,0,96
"Peve_00022578",0,4495,729,0,2175,293,952,486,1550,0,0,1631,138,536,48,808
"Peve_00022570",218,5212,555,0,5501,31,1250,970,2438,0,0,1303,74,528,31,877
"Peve_00022571",53,1389,279,0,1017,0,519,0,1071,0,0,572,33,156,37,373
"Peve_00022572",0,507,166,0,370,0,403,0,623,0,0,635,0,160,0,204
"Peve_00022573",0,413,54,0,438,58,174,88,505,0,0,101,0,104,0,92
"Peve_00022575",0,2474,683,0,1669,186,360,434,911,0,0,1121,0,426,18,287
"Peve_00022576",0,1925,479,0,2050,273,682,284,1468,0,0,783,49,297,28,494
"Peve_00022577",0,8962,2404,0,6661,357,3518,904,5855,0,0,5009,385,1479,216,2835
"Peve_00037815",336,1507,204,98,1199,0,589,503,653,115,0,310,44,277,23,304
"Peve_00037817",18,3009,568,0,3229,321,2249,373,2241,0,0,2185,173,320,42,769
"Peve_00037816",467,627,91,0,559,141,735,320,256,0,0,370,70,236,34,155
"Peve_00017715",0,426,75,0,255,0,77,0,186,0,0,118,0,11,0,25
"Peve_00017716",0,638,132,0,852,0,184,0,372,0,0,294,0,74,0,139
"Peve_00013119",0,947,116,0,727,0,153,0,666,0,0,182,45,13,3,215
"Peve_00017710",0,411,74,0,473,69,83,0,466,0,0,80,0,61,16,93
"Peve_00017711",144,446,77,0,346,60,58,53,262,0,0,181,0,78,0,27
"Peve_00017712",118,3512,572,0,3912,201,1145,471,2858,0,0,923,130,362,18,882
"Peve_00017713",0,4701,920,0,3418,464,2215,873,3113,0,0,2338,183,1215,85,991
"Peve_00027729",61,205,33,0,47,129,98,24,0,0,0,0,0,355,29,133
"Peve_00011380",0,1662,447,0,1368,107,222,320,356,0,0,700,0,349,0,388
"Peve_00011385",0,192,143,0,68,0,314,0,276,0,0,80,0,0,73,164
"Peve_00011388",112,4450,707,57,2685,178,2209,298,2993,0,0,1313,239,2872,53,625
"Peve_00023196",0,727,296,0,379,0,217,286,0,0,0,102,114,25,0,223
"Peve_00026654",0,406,48,0,224,55,154,8,531,0,0,94,65,26,0,173
"Peve_00026650",0,201,120,0,95,0,0,27,110,0,0,0,0,21,12,44
"Peve_00023229",94,260,113,0,313,12,0,0,220,0,0,333,51,0,0,53
"Peve_00023228",0,5839,745,0,4316,198,264,735,2049,0,0,846,357,729,160,806
"Peve_00023222",123,731,180,0,884,155,705,178,639,0,0,658,83,194,0,193
"Peve_00023221",0,456,74,0,451,105,0,52,330,0,0,243,78,150,14,94
"Peve_00023220",130,1747,477,0,3573,120,1296,255,1397,0,0,959,0,602,22,388
"Peve_00023227",3639,2725,276,331,7009,137,1752,194,1347,92,117,1123,128,569,49,356
"Peve_00023224",0,3320,1156,0,1275,452,675,617,820,0,0,1094,244,772,162,1183
"Peve_00025107",0,2177,745,0,1248,282,316,476,660,0,0,770,89,243,57,446
"Peve_00025108",0,583,111,0,507,0,168,0,549,0,0,244,0,97,0,93
"Peve_00025109",0,359,89,0,1535,0,60,52,397,0,0,107,0,200,0,73
"Peve_00020554",0,254,19,0,350,44,229,0,251,24,0,0,0,46,0,68
"Peve_00020555",0,1125,287,0,800,137,424,342,497,0,0,276,0,206,28,180
"Peve_00020550",0,6378,1817,9,5576,259,1743,1165,3636,0,0,2442,297,1105,106,1390
"Peve_00020551",77,1235,131,0,1392,0,384,190,782,0,0,664,67,291,0,218
"Peve_00030533",44,1421,183,0,1556,61,678,0,1266,0,0,619,0,310,70,247
"Peve_00030537",0,195,14,0,89,0,170,0,113,0,0,102,0,105,0,113
"Peve_00030536",473,42714,12464,285,51698,5941,52025,10450,25393,355,84,21566,2882,10200,829,7819
"Peve_00030534",93,18296,2522,0,16063,816,11424,2080,22742,0,0,6015,443,583,139,4513
"Peve_00004813",0,893,167,0,806,167,241,178,621,0,0,137,166,301,43,302
"Peve_00004812",0,2134,321,0,1072,114,880,376,1340,0,0,568,0,407,0,333
"Peve_00020888",0,3178,576,0,2367,278,1025,406,1720,0,0,1000,195,129,87,701
"Peve_00020889",702,4670,437,154,5681,192,2508,611,2475,0,0,1607,0,785,44,595
"Peve_00004816",87,127,0,0,269,109,183,0,210,0,0,173,0,81,0,8
"Peve_00004815",0,13,58,0,843,0,110,0,31,0,0,125,0,17,0,13
"Peve_00004814",707,893,142,96,1347,61,768,0,715,0,0,722,0,288,14,81
"Peve_00020880",0,30,27,0,24,0,69,0,0,0,0,51,108,98,42,16
"Peve_00004818",0,26,58,18,360,1,77,126,210,0,0,185,4,82,1,8
"Peve_00020886",85,4553,898,0,2536,609,895,710,2024,0,0,1314,113,746,197,1222
"Peve_00020885",0,538,57,0,417,68,51,46,139,0,0,109,63,63,26,79
"Peve_00023703",0,1124,70,0,472,0,208,0,462,0,0,153,0,115,14,20
"Peve_00010528",0,1512,136,0,1761,0,424,121,1260,0,0,387,30,372,74,262
"Peve_00010527",0,893,309,0,1252,0,322,177,808,0,0,392,0,146,0,219
"Peve_00010524",926,3815,390,174,6562,0,1938,373,2795,70,0,1957,37,1027,33,724
"Peve_00010523",331,1645,589,0,3271,127,291,531,620,0,0,394,95,299,45,346
"Peve_00012674",0,13328,2274,0,1520,1004,1341,1210,1604,0,73,2801,341,73,183,1154
"Peve_00012675",0,568,73,0,444,0,189,0,294,0,0,203,0,137,39,69
"Peve_00012670",179,54195,7162,17,26300,2094,27275,6341,43701,0,0,11531,2900,7397,1452,11871
"Peve_00012672",0,1089,329,29,1058,0,435,76,500,0,0,360,0,234,16,148
"Peve_00012673",55,20395,3684,0,10230,689,4798,2668,14515,0,0,4480,1356,1970,611,5094
"Peve_00002316",83,1127,81,5,340,0,0,0,1455,0,0,172,0,45,0,53
"Peve_00021689",19,655,22,0,199,0,333,258,799,0,0,493,90,74,15,37
"Peve_00021688",0,679,305,0,625,0,127,0,123,0,0,131,0,14,0,119
"Peve_00021687",0,186,11,0,180,0,125,0,146,0,0,78,0,126,0,79
"Peve_00021686",0,446,95,0,338,160,809,96,769,0,0,615,35,185,11,192
"Peve_00021685",0,4393,1008,0,3528,0,1410,644,3138,4,0,3094,182,5265,213,1247
"Peve_00021683",51,13807,3695,0,8429,1029,3199,2508,9537,0,0,3504,670,949,223,4039
"Peve_00021682",0,7165,1787,0,4096,570,1216,1750,3439,0,0,1544,496,578,129,991
"Peve_00044698",0,1541,120,0,623,0,242,0,873,0,0,413,0,212,0,154
"Peve_00044695",0,244,57,0,550,120,144,125,300,0,0,0,29,78,0,82
"Peve_00044697",511,1558,295,49,1059,0,592,341,944,126,0,739,0,184,39,411
"Peve_00044693",0,2382,956,0,2875,301,1142,709,2383,0,0,735,142,587,169,922
"Peve_00042939",318,658,151,16,800,0,320,200,288,0,0,189,10,189,0,143
"Peve_00042932",0,4120,1021,0,5219,253,1390,412,2608,0,0,2124,197,695,71,1630
