"trim.321RA.gtf","trim.331RA.gtf","trim.336R.gtf","trim.370R.gtf","trim.380R.gtf","trim.410R.gtf","trim.414R.gtf","trim.419R.gtf","trim.468R.gtf","trim.512R.gtf","trim.549R.gtf","trim.568R.gtf","trim.571R.gtf","trim.581R.gtf","trim.586R.gtf"
654,281,20,31,44,40,241,347,224,120,33,114,37,198,338
29,54,0,0,45,12,49,45,35,16,25,161,29,0,0
0,391,589,0,664,0,36,466,631,183,215,77,138,0,358
443,165,102,0,63,185,772,432,0,411,327,66,336,15,0
597,426,308,9,443,216,1034,815,308,876,860,214,485,162,581
6027,4840,4237,348,6165,1347,2857,4393,4449,5726,2475,2947,1302,154,2724
205,159,45,0,28,29,813,230,157,277,318,111,161,118,135
0,193,28,0,220,19,47,121,217,180,98,0,131,0,256
0,132,0,0,107,0,35,80,0,56,146,0,94,0,0
33344,53290,27602,701,33098,2196,4618,47106,20454,35256,20790,161,15323,130,28786
1494,1220,1061,101,759,249,597,1169,316,987,408,171,451,0,642
2321,2175,2325,223,3210,1138,1641,3306,1556,3237,1389,1143,1118,471,2081
853,775,242,52,425,207,1338,1153,423,484,291,411,403,139,560
320,112,366,0,270,84,191,189,324,319,168,0,116,0,379
722,682,540,129,478,126,149,887,255,778,424,0,353,0,361
3510,4110,1420,512,2209,1097,2908,3800,1507,3991,1518,2581,1157,492,3299
1688,1537,2361,72,2462,425,523,1716,1591,2997,875,766,810,0,1703
297963,24968,26055,12959,46880,19801,50163,37276,21258,29046,13199,7175,8557,306,10994
3830,2943,2607,107,4096,1190,2709,3012,1988,4006,1947,1240,1521,378,1825
3108,2565,817,259,1372,1313,6584,2419,938,1946,1389,1689,1164,646,1253
120,1080,1411,128,1079,297,552,740,641,1090,536,53,246,0,257
945,1248,393,62,328,246,327,1032,474,342,315,288,277,92,390
1874,1756,1564,287,1779,369,978,1244,1384,1557,576,432,645,101,937
386,40,0,0,0,0,628,111,36,150,93,0,0,273,0
1568,1270,512,323,725,376,3504,1722,405,926,975,1276,183,534,290
39148,20658,10442,4891,12647,9190,28067,22300,8860,17601,8326,27169,4456,10090,14399
5030,8784,24439,1544,17563,8073,4093,7177,25653,24179,15624,22106,16966,1023,21833
161,89,0,0,88,81,0,54,0,296,104,0,143,0,43
0,14,0,63,0,76,94,0,0,26,105,29,0,51,0
286,774,157,67,475,68,125,439,517,180,333,120,162,0,139
338,2692,388,149,52,227,333,1354,0,804,244,172,35,523,186
37,40,0,0,0,45,191,15,13,42,8,0,20,0,0
7021,6410,5780,1480,5301,3010,3554,7736,5579,5386,3823,5684,3303,1222,5073
152,113,18,0,41,0,282,131,101,172,124,0,82,0,150
52,73,38,0,9,12,56,76,20,67,18,0,30,0,34
15730,14858,17998,5818,26169,14436,15586,16679,19340,38041,19458,31869,16346,6751,23745
5533,5658,5710,1230,3851,2702,5576,4802,3878,8629,4318,4657,2158,1325,3989
4201,1915,2601,731,2507,2477,6540,2286,1793,3065,2414,1067,1105,769,1109
18876,15014,12180,1982,9696,4600,6279,9265,17407,15622,7511,16267,6435,4146,8281
493,383,287,107,360,118,304,568,271,476,448,349,252,18,238
411,299,0,0,221,128,197,142,238,0,0,0,0,138,0
1100,380,470,282,589,239,994,174,291,565,390,736,148,299,0
7603,5426,7503,1070,16570,3051,6628,5490,5386,10473,8433,4778,3914,1364,5050
0,101,161,0,223,165,157,258,60,305,50,0,87,0,0
180,215,132,100,156,89,1160,132,329,501,348,181,93,239,90
33,65,0,0,21,30,222,20,0,67,81,0,2,0,0
6,49,15,0,16,7,74,8,150,44,0,7,19,0,11
29,21,20,0,20,0,21,20,0,0,0,0,0,0,32
76,76,0,60,0,14,0,45,28,14,70,79,27,0,6
145,47,7,18,36,0,44,126,18,194,166,14,128,0,56
275,0,0,117,17,0,29,23,119,9,173,64,102,0,0
75,120,33,0,63,34,83,93,34,107,59,0,0,0,0
514,221,471,46,2270,128,135,374,235,405,116,261,197,52,696
3167,2054,1208,269,1370,861,1738,3178,1583,1629,1423,1024,1117,523,2684
0,73,0,0,26,19,51,64,0,43,16,0,28,0,0
33,111,0,0,0,15,58,39,30,54,0,0,0,0,0
52,66,0,0,0,0,92,102,18,14,20,0,44,0,0
1404,1654,679,201,774,986,2171,1744,875,951,710,523,573,389,695
33767,35004,26933,13470,30126,20109,28368,36310,45763,40614,22667,26304,13979,6651,22549
8236,5934,7864,2419,11683,4134,4764,9234,22862,17359,8195,11738,6676,2216,12618
511,545,367,0,480,162,408,374,200,342,239,378,167,0,501
1036,774,834,357,963,446,398,559,950,1677,737,287,464,228,395
0,230,132,69,14,82,102,119,73,208,127,53,119,117,0
1087,651,771,24,814,214,392,776,849,847,759,1583,825,44,513
2517,5475,6916,419,8375,1509,814,4570,5787,5972,3551,1605,6267,183,3832
219,153,92,0,212,0,29,199,447,224,165,235,121,42,528
0,46,0,0,67,74,22,106,0,28,25,0,0,0,0
78,91,105,0,70,7,85,133,52,111,70,103,61,30,32
46,41,0,0,109,0,24,90,19,0,41,0,15,0,30
29,20,0,0,0,96,71,31,0,46,152,0,48,0,0
3562,823,954,299,472,1399,1443,813,598,1465,1246,1994,547,473,227
1951,1555,2049,296,2390,703,1314,2289,1494,4182,1257,954,1020,148,1901
552,846,533,202,634,200,594,579,234,1568,580,372,242,125,558
509,359,144,0,409,16,157,460,336,154,219,103,114,0,146
162,189,21,0,50,73,28,17,140,45,32,0,15,0,61
57,99,98,6,249,113,149,380,54,26,218,387,47,0,62
38,50,147,21,0,6,150,30,86,65,24,0,33,0,0
79,1019,305,21,1148,23,1353,169,92,163,823,360,325,1163,34
28,37,141,0,0,9,123,8,14,30,0,81,18,0,0
118,97,217,0,31,325,352,164,282,982,167,0,509,0,463
658,289,309,103,297,463,138,230,123,388,273,578,123,143,79
466,96,277,277,84,214,246,159,48,325,71,454,27,255,0
2031,1354,797,90,1407,277,1182,1925,1305,2050,1176,391,1250,201,1663
1193,976,802,145,798,433,1033,1070,691,1207,776,697,903,85,579
3412,2508,1490,537,1536,941,4213,3301,1143,1768,1577,842,1378,1222,1759
710,515,100,0,195,457,1282,437,96,312,207,151,340,0,265
11010,9011,3726,1320,4172,3655,16836,13872,3547,5540,5079,3423,3208,2782,4363
11827,10540,5366,5284,6331,6244,11421,10446,3908,9141,5658,5666,3776,3055,6372
2835,2186,1506,664,1681,697,1042,2736,785,2860,1105,1132,461,101,887
12317,6107,5098,648,5218,1990,3596,8053,3467,7790,2983,5895,2892,763,3871
1852,2458,1268,579,2767,238,403,2659,1419,3199,1285,741,547,0,860
85,140,99,30,200,35,175,172,139,225,67,63,70,0,0
991,387,133,69,476,209,1151,752,372,450,493,320,232,88,203
273,503,623,92,1721,157,548,733,1171,568,344,261,712,0,811
5917,5874,7390,1936,8229,1938,2296,4815,4833,7780,4880,10852,1881,1741,3240
3841,2555,3283,164,4281,1026,2599,2043,3415,3431,2894,1047,1807,112,2827
75,51,34,3,18,3,38,52,0,41,13,0,33,0,0
210,252,175,0,161,54,130,368,144,248,147,169,152,0,283
2130,1878,1311,258,1139,460,1532,2451,853,2905,641,888,512,259,716
1380,1046,1676,166,1060,227,665,1171,220,1605,345,727,301,206,544
1288,710,2529,226,3105,337,653,1111,3136,2243,2037,1663,1478,62,1369
3174,861,181,100,537,236,464,753,381,533,633,311,194,214,438
159,149,74,0,99,130,491,157,78,376,226,0,126,0,333
0,0,1159,0,546,44,49,582,608,1599,177,371,450,0,0
52,48,0,13,0,0,21,35,86,21,17,49,154,0,0
7,58,63,358,29,54,36,92,0,67,74,44,0,0,66
312,258,72,0,110,68,187,184,105,82,78,213,148,0,78
407,2384,1272,36,1508,44,243,4706,1089,2758,410,284,542,72,568
901,866,992,137,743,214,489,1160,512,1227,465,169,402,0,448
205,153,134,0,186,0,90,324,202,0,52,66,36,0,0
88,357,31,27,376,128,171,556,189,35,178,856,184,0,116
80,155,0,27,73,28,73,170,30,64,143,110,85,0,58
624,255,124,0,339,57,257,420,25,614,227,58,201,0,552
29,53,50,0,22,2,27,132,55,94,25,56,105,0,50
24710,14134,23238,582,23346,3715,8678,15125,13523,14710,9247,4859,6992,557,26481
0,36,36,0,2,69,28,69,0,44,0,61,41,0,0
1902,1487,1505,193,1153,632,1985,1891,1973,1879,1073,482,926,123,1040
1100,882,1068,115,1293,397,585,1419,1251,2078,1361,1097,1273,108,1334
899,839,1257,82,1887,457,534,674,952,1339,742,1337,1101,95,882
466,234,349,52,208,85,257,416,286,531,132,21,70,0,133
144,196,153,50,188,46,152,220,31,144,173,0,1464,0,0
855,674,1300,327,960,230,198,649,1757,1409,1513,273,782,0,319
4365,3461,3812,414,3802,1765,5025,4742,2834,5161,3183,2306,2018,497,4629
3785,4887,4414,604,4048,1075,1678,5089,3684,4337,2869,1884,1937,140,2039
572,11,474,15,187,11,15,12,0,12,19,134,76,32,645
1743,2198,1696,282,2081,836,1046,1657,1931,3853,2004,448,1028,56,1897
183,62,67,0,49,0,253,120,0,238,36,135,92,0,66
1278,1031,653,274,1080,251,1695,1198,575,1182,690,219,451,486,460
180,193,47,0,108,57,239,96,74,80,128,136,65,66,0
1628,1314,755,37,558,130,90,729,472,685,315,126,299,0,367
472,418,295,0,79,94,63,376,212,201,46,160,267,0,19
1581,1657,1518,204,1226,450,704,726,1909,1425,1135,1348,200,21,2183
153,174,341,0,284,146,116,194,105,421,131,374,38,15,521
183,176,51,0,147,29,83,257,9,121,88,0,29,0,99
0,0,171,0,125,36,14,137,51,135,25,0,80,0,136
620,176,526,88,628,173,303,733,430,471,371,401,230,61,421
362,209,240,32,386,72,206,240,122,417,113,508,126,62,265
0,17,0,0,1,18,21,35,13,4,16,11,14,0,0
224,113,162,0,154,123,141,257,385,462,383,67,270,0,166
2010,1388,2717,206,4490,592,603,1453,5667,1923,1167,2138,1769,0,1833
196,237,480,0,78,56,201,320,526,505,494,486,269,0,286
1117,694,892,216,778,198,312,649,1077,729,551,1058,939,0,850
63,143,66,0,149,103,217,319,116,139,58,160,82,35,81
29910,40866,32853,5577,33726,7363,13817,33233,22326,44491,13713,7895,7197,6926,13164
8400,11033,14352,22841,9752,10126,8899,9181,18314,11164,15314,19454,8929,14707,16380
143,408,124,0,210,27,43,116,266,285,196,0,187,0,318
6241,3945,4994,361,4906,1907,3632,5245,3216,5024,2712,2970,2056,1060,3002
140,83,147,33,132,36,77,88,80,127,52,26,81,0,47
1564,1587,1760,776,2830,1095,1296,1855,2258,3115,1709,4884,1298,548,2494
34,0,0,84,37,0,32,0,0,22,78,0,0,24,35
176,214,36,42,43,37,55,101,117,178,73,227,162,0,0
0,311,270,0,125,0,80,303,262,725,0,0,71,2023,72
1574,1677,2023,50,2114,410,569,1855,1152,3220,846,214,283,53,739
1597,1220,996,226,500,277,981,883,537,733,822,538,394,303,405
5238,12850,2352,991,2347,1005,6311,8738,4144,9444,4819,1501,2753,850,2959
209,102,142,0,175,51,135,256,76,91,37,57,89,80,151
146,174,157,89,93,71,53,168,73,174,161,84,65,79,32
267,306,210,164,214,63,111,231,261,295,324,150,306,0,228
54,131,79,27,130,10,353,172,159,263,233,168,238,146,450
37,110,0,0,0,40,149,35,0,57,46,28,17,0,0
3931,1489,1931,1029,1304,895,2720,3016,3433,3200,2779,4873,542,374,1006
122840,57789,120897,60074,39910,26787,78819,13600,55759,66288,58855,18868,7588,29248,25086
1129,733,406,48,328,295,494,1089,563,592,318,235,592,0,456
150,112,111,0,0,0,168,61,0,85,122,80,67,104,0
165,130,243,0,345,42,50,156,328,166,92,43,62,0,0
447,296,285,12,308,131,428,416,237,338,184,186,286,0,42
32,32,0,0,98,0,89,85,79,0,216,0,0,0,72
269,457,418,142,254,139,1734,1491,273,292,1555,81,509,202,1051
86,142,74,0,92,15,38,76,124,42,0,121,55,0,0
172,95,94,0,55,39,211,291,222,122,207,141,73,0,66
133,129,7,29,86,22,325,164,8,138,174,91,21,0,22
46,86,3,0,31,22,21,37,11,33,54,20,43,0,61
153,219,65,94,137,44,98,99,0,127,193,387,169,0,0
185,34,103,0,72,48,121,143,107,70,166,0,101,0,0
967,607,275,81,601,187,597,1000,241,582,459,176,598,26,243
22,10,62,12,0,0,41,12,31,0,19,0,18,0,0
259,86,53,0,64,49,60,192,0,57,132,99,40,0,78
290,90,79,75,105,81,109,285,75,166,238,63,85,0,64
46,29,6,0,0,59,32,74,9,38,126,0,43,0,0
437,704,165,0,138,63,240,703,430,213,405,186,386,0,301
157,204,96,79,100,26,80,161,90,59,139,18,46,0,104
1933,911,556,0,672,203,1499,986,897,791,798,349,751,72,841
0,59,122,0,56,0,216,0,8,76,59,62,36,0,0
125,120,76,0,212,35,36,104,72,128,120,98,43,53,0
0,34,38,0,0,37,76,46,89,20,0,87,33,0,0
7206,2382,1972,1188,1403,1682,11826,2153,861,2676,1208,3284,510,1031,1198
2082,1140,2474,90,1298,608,1490,1019,1881,1425,910,825,900,42,703
377,238,383,0,238,0,296,309,149,272,0,51,133,12,155
64,1429,84,0,326,602,230,1088,1913,1341,102,432,234,0,0
1623,1372,888,37,938,342,1192,1838,981,1399,1280,420,919,149,956
57,47,49,0,106,20,45,106,28,72,31,53,73,0,0
10820,8488,6483,2292,7082,7092,22182,11573,6841,13557,8132,11464,5323,4244,9207
51,74,131,12,41,0,31,72,0,77,20,0,0,0,0
281,679,470,0,788,119,344,492,221,496,106,27,135,0,385
3285,3739,5280,1153,4355,1031,4030,3584,2888,3209,1725,4488,2153,2448,2554
2153,2469,809,116,1651,910,4567,5593,521,2140,1623,407,1833,377,1502
437,156,273,131,229,70,335,221,432,272,774,0,179,0,14
183,177,58,25,115,122,333,244,171,297,209,0,85,71,310
492,239,385,0,294,71,132,239,87,154,239,90,157,34,0
2868,2571,2396,496,2794,6013,6132,1771,3060,4288,3760,3702,1949,1503,2064
1051,2047,606,185,1572,433,2242,3908,589,1719,669,649,779,330,845
343,324,329,45,429,52,147,337,271,384,206,0,78,0,204
502,496,469,0,297,33,870,748,311,311,118,0,578,0,670
180,153,147,0,114,24,293,145,85,118,197,0,101,0,21
18,25,15,0,0,7,9,17,0,38,2,0,15,0,32
293,243,138,0,151,22,100,220,67,225,112,0,87,0,121
127,99,0,0,91,25,266,119,0,42,108,0,0,0,0
2523,2148,566,403,1202,354,986,2136,977,1416,402,882,366,88,351
90,51,0,0,0,0,55,32,85,18,19,57,24,0,0
236,254,103,0,130,53,60,175,115,321,71,83,103,0,207
35,0,0,0,19,0,39,32,21,0,21,0,0,37,0
1248,943,1302,57,1681,343,656,576,1117,2719,616,1385,464,351,530
129,82,130,0,66,27,23,61,126,66,0,0,64,0,75
1152,596,747,36,598,222,524,925,882,779,983,301,454,29,563
699,459,400,24,496,84,214,712,419,554,518,114,431,68,502
0,18,0,0,0,19,4,45,33,20,28,0,23,0,0
790,882,607,0,1290,265,215,1425,177,1102,330,146,1152,0,416
633,0,284,0,283,166,179,2182,367,1170,0,0,0,0,0
323,152,129,0,44,17,146,143,51,129,78,88,96,279,94
1312,1007,966,86,738,218,1004,1240,666,1091,524,363,568,172,816
1942,1446,473,128,826,273,3104,1550,453,1041,861,467,866,0,721
2312,1557,4441,421,3680,1295,1532,1555,3891,7144,2760,3296,2559,463,2496
3876,4175,2755,1071,3662,1884,3948,4021,2187,4507,1991,4006,1618,931,2009
1893,2110,1292,360,1562,635,829,1801,888,1854,756,1458,524,243,1122
1134,580,450,250,964,297,1044,781,723,970,413,462,239,218,521
31,10,63,0,0,0,45,51,45,11,0,32,0,0,0
1524,1586,433,232,318,698,3900,1555,687,1062,1364,573,1126,522,728
497,340,172,16,160,71,306,372,104,221,279,253,134,34,129
2374,1779,991,615,1050,1824,5290,1681,1464,1332,1388,1848,1417,846,1369
1743,1986,1998,77,2769,403,922,3017,782,1695,1179,955,573,88,1286
5421,5073,4553,1072,10189,1042,2162,3117,4327,3459,6573,711,2911,552,2657
11406,5995,8619,547,7285,2510,7983,7910,5109,9621,6168,2614,4125,531,10873
12193,10015,7160,1571,7845,3036,6891,7458,5002,8377,3848,3760,3796,704,4545
3619,5014,5013,96,6797,539,424,6247,6085,1907,2781,1178,2233,106,3463
26,13,0,73,0,0,27,0,55,0,44,0,66,53,0
108,24,30,0,0,38,1227,212,248,228,57,72,33,0,58
67,723,533,0,0,0,26,106,13,1346,0,546,663,10,0
0,21,0,0,360,64,18,0,0,0,96,0,183,0,109
6204,7019,4445,635,2885,1243,3098,7740,2532,4276,1920,6109,1817,1731,2316
292,483,49,53,79,29,152,222,241,193,79,186,119,0,420
1837,809,407,56,115,476,4160,1107,461,991,1594,211,638,71,402
1534,1154,848,127,1917,494,894,692,464,1172,1236,513,805,77,372
128,101,66,0,107,15,29,68,342,104,81,23,120,0,0
119,164,210,0,22,14,126,149,170,0,43,0,59,98,200
50,59,51,0,24,14,65,81,0,14,29,0,55,0,0
21,13,0,8,0,15,21,78,5,6,23,17,24,19,0
0,305,0,38,73,270,78,54,141,73,0,261,117,0,133
1089,489,764,153,567,210,1228,744,778,651,304,396,466,43,250
21,43,15,33,39,4,24,23,15,0,116,175,81,0,0
157,247,106,151,176,70,57,146,0,207,198,0,140,0,37
106,67,36,0,13,0,36,59,52,128,109,0,73,0,0
4326,3461,4302,531,5400,1231,2750,2944,4794,6011,1811,3844,1703,333,2745
4780,3960,5211,544,7600,2078,2784,5022,5170,7302,3758,5136,3607,753,3936
4933,3937,1972,386,2245,863,2850,5409,1107,3185,1672,1046,1880,214,2507
44,35,0,0,53,7,72,0,0,25,9,101,0,73,0
530,305,440,187,340,55,476,288,226,221,431,357,130,242,153
1348,962,700,114,491,144,652,1420,358,503,467,439,668,126,499
4166,2959,1825,102,2020,1007,2040,4128,2387,1793,1949,879,2219,238,2350
1553,684,999,63,621,367,726,803,484,1279,950,399,648,241,161
3172,1950,6300,85,3363,825,1123,1924,957,4176,1513,1807,1034,157,1732
367,337,332,0,277,30,314,384,139,235,355,238,285,0,183
7997,5651,6142,926,8194,3104,5464,6639,5238,8021,3813,3074,3611,1031,3319
29,22,0,0,53,0,11,18,0,96,29,0,14,0,0
719,361,424,0,341,158,617,1108,553,222,515,104,141,104,475
38,81,39,0,0,7,50,79,133,109,27,0,90,0,0
478,319,268,0,454,144,1035,844,174,362,168,0,224,0,170
5277,5010,3108,351,3462,1230,4440,5156,2532,6040,2800,1242,2254,322,1718
0,0,0,0,0,19,95,6,180,435,0,121,190,0,546
18172,10007,8700,1880,4555,2857,10356,6186,5108,17514,5974,4782,2553,1917,5644
2746,3147,1842,395,2017,980,3189,4269,2078,2830,3016,1129,1672,215,2760
56,39,0,114,13,4,13,66,123,0,123,122,8,16,0
144,286,142,137,165,126,284,306,101,166,178,299,93,79,147
518,398,161,0,161,265,526,599,222,353,471,0,444,43,224
119,63,74,40,88,61,40,68,0,102,36,168,42,164,84
268,62,81,44,38,0,110,256,93,0,0,0,147,43,0
0,12,68,0,59,0,35,49,0,68,101,0,23,0,0
363,579,762,0,327,390,190,857,45,474,425,220,131,156,251
853,411,337,66,388,286,917,661,183,373,259,207,155,56,258
0,29,3,0,0,15,5,39,43,171,40,0,27,0,0
2137,1845,736,176,1089,533,2293,2448,1279,1199,1884,476,1383,162,805
3248,3417,1921,277,2796,1232,2834,5355,2677,4199,3138,894,2022,168,2618
204,207,0,138,181,467,121,184,102,144,187,562,171,63,0
490,35,21,0,34,63,755,22,0,66,204,767,0,322,70
556,525,213,104,309,75,680,823,229,573,88,331,213,0,109
180,145,346,39,215,74,80,380,476,1329,202,89,231,0,154
1925,1556,4601,0,1453,727,878,1556,2952,2727,1460,852,932,36,718
1699,1733,896,53,967,410,1290,1796,587,1129,661,382,513,210,1084
888,708,1241,114,758,394,340,1048,633,1229,544,533,335,91,580
13733,13444,17936,1806,18267,6510,3920,14257,22950,20995,9535,12994,6374,1431,13063
1694,1531,951,0,846,678,2351,1841,978,1405,1113,265,1168,103,1200
1223,1415,1891,174,1692,327,1784,2365,1509,4003,916,1387,588,32,640
8,209,6,15,359,0,25,310,90,578,9,137,64,0,5
199,110,32,105,0,34,224,32,279,287,57,0,93,0,249
222,3780,488,877,641,974,966,306,143,421,493,224,192,116,391
1583,3049,1683,1082,1825,1138,3033,3326,1594,2391,2460,1061,1874,923,1699
698,838,622,35,858,307,425,787,285,283,323,484,260,79,245
698,382,213,0,247,50,350,681,277,819,284,184,241,0,241
375,167,103,0,64,35,111,135,0,310,78,19,80,0,0
3065,3499,1630,341,2509,1450,2138,2659,1401,2671,1625,1355,1687,471,1901
7617,4639,1894,363,3446,1356,4453,6090,1750,1912,1803,1857,1276,753,2669
1725,688,687,279,489,346,2874,834,98,264,440,158,149,140,458
957,734,779,169,409,394,655,1604,323,470,371,472,371,51,524
12964,7547,5914,1477,7526,3187,7638,10877,4250,6830,3631,6168,2580,1137,4172
106,203,129,33,300,99,77,212,136,455,105,63,94,0,56
366,377,262,35,216,100,80,343,330,485,67,108,36,0,100
20,33,86,0,29,24,29,84,0,159,48,0,13,25,68
480,115,367,0,288,197,174,234,93,76,103,255,303,98,0
143,7,79,27,32,107,59,7,117,30,30,259,0,36,0
1690,167,395,54,337,408,544,105,700,308,229,1791,44,0,146
3845,2475,1261,441,1535,853,2094,3072,1477,2378,1675,1158,1430,347,2356
124,47,35,0,35,0,41,127,0,79,28,0,11,0,0
1718,1172,954,72,967,386,898,1464,761,581,332,643,277,138,542
1254,972,1310,0,886,236,293,652,423,1322,328,211,267,1,412
3997,3175,2043,468,2126,952,3831,4568,1889,4221,3724,674,2532,394,3102
584,1747,2850,234,2135,566,1276,1924,982,2284,1080,590,749,203,1406
2680,1290,2436,218,7907,1729,610,2556,1996,2976,1274,1436,1736,720,2717
0,22,0,0,54,33,54,19,0,46,3,0,52,0,77
4457,4084,2758,146,3564,965,1975,3569,2587,3663,1539,2025,1183,372,1558
6314,6400,9227,2357,11337,6823,4686,11230,14032,21267,10703,11389,4961,1328,14805
7201,5804,5941,1304,5326,2637,5959,6029,4638,7506,3781,6077,2468,2321,2819
820,3014,1132,137,1175,368,1513,2274,448,2105,691,197,895,58,696
150,152,0,14,228,0,104,56,64,280,37,0,47,0,0
1476,1053,785,0,1342,0,24,653,96,2000,251,0,275,0,0
334,213,43,0,221,0,0,207,52,70,57,103,98,0,0
694,35,0,0,89,0,1212,107,108,23,112,0,115,0,0
44,73,33,0,58,7,27,43,47,92,0,36,27,0,100
8978,12042,7436,1618,9214,2371,5105,12754,10746,13427,5673,12976,5134,2888,2398
5747,2594,3622,0,6296,5373,1033,1014,1997,135,1764,3933,4949,1418,2607
143,66,0,272,120,19,47,55,247,0,215,0,97,179,0
837,753,623,21,675,364,857,973,671,1292,744,171,525,81,389
1998,1152,1474,106,1233,1160,1228,1525,878,6065,786,898,1232,104,700
370,298,485,0,363,254,264,656,398,248,256,176,286,0,219
8112,7117,11307,1703,12884,3863,3755,8887,11313,18146,7539,7344,2559,579,6350
873,805,1163,354,1108,269,590,633,476,859,248,900,295,51,651
816,392,722,35,547,246,392,565,448,883,263,701,176,201,417
2393,2390,4286,163,7106,1328,1075,3184,7961,6492,3973,3790,1857,329,5529
28,190,34,0,4,39,267,113,39,47,32,0,135,0,30
29442,40317,38428,5056,41892,3227,16799,18283,55426,14327,8202,22340,16481,832,42264
3940,381,758,1082,294,2528,1264,290,464,483,451,5621,364,2051,1420
447,859,471,0,782,104,222,1551,667,753,117,0,481,0,113
17,101,129,0,45,0,104,0,0,0,84,0,0,0,32
33,24,21,0,94,10,24,11,0,0,18,0,8,0,102
34,150,66,0,111,0,319,0,108,0,107,0,44,0,137
330,898,113,0,179,198,888,535,324,318,203,89,133,0,184
759,547,540,19,854,142,541,709,385,669,644,65,389,116,479
360,347,453,162,412,332,407,422,263,643,342,425,361,0,359
221,223,119,0,252,106,274,340,182,133,201,155,206,82,173
781,438,866,69,483,284,269,720,544,745,399,302,401,39,437
91,83,3,44,7,48,236,218,34,38,121,149,152,0,11
23,59,0,0,0,46,305,70,0,73,185,0,37,0,0
117,123,62,11,70,69,150,408,65,41,77,107,173,0,59
169,532,224,94,133,115,289,656,270,349,219,296,114,0,391
12949,14545,7562,4044,13068,2326,6616,18366,9686,18870,9583,1661,5734,351,9944
967,675,480,101,642,130,878,1262,674,561,849,258,568,0,384
14917,22219,10743,2322,14755,7687,11303,23702,9655,18442,11597,19918,4291,2086,12311
469,883,1154,173,1190,632,916,823,937,1483,618,621,234,256,685
2026,2755,4286,513,2915,2484,2358,3029,4956,3350,2629,2453,1724,231,2383
8220,4932,4020,1039,4988,1452,4611,7041,3574,6507,2993,2675,2441,731,4007
725,540,1457,93,1708,667,801,867,876,853,580,1033,616,281,1059
6807,2184,1682,13439,3852,4641,3638,4130,7744,5874,6874,4256,3507,1158,2920
2288,1159,977,762,689,514,1592,1028,207,1050,908,747,279,103,487
1401,1005,885,98,1230,794,1267,1069,1110,1468,708,843,911,189,731
55,16,0,22,25,0,58,23,50,0,0,0,21,0,0
32,123,73,33,119,69,65,44,0,14,19,0,33,0,37
291,334,882,88,644,157,260,379,735,833,571,187,393,54,484
316,577,163,84,248,107,567,1088,191,562,564,151,583,42,633
0,0,0,33,0,131,0,0,230,534,454,0,165,0,395
568,261,227,47,715,255,1122,735,662,694,481,172,238,0,379
442,473,320,117,247,49,180,703,301,196,319,48,238,0,600
67,0,0,64,40,0,44,35,0,45,94,0,7,0,188
112,45,0,0,86,49,135,75,0,172,171,95,53,0,25
2460,2513,2512,0,2446,308,660,2590,1456,2087,990,0,1750,24,1114
316,558,262,46,436,56,161,587,86,244,254,87,363,0,331
