"trim.321RA.gtf","trim.331RA.gtf","trim.336R.gtf","trim.370R.gtf","trim.380R.gtf","trim.410R.gtf","trim.414R.gtf","trim.419R.gtf","trim.468R.gtf","trim.512R.gtf","trim.549R.gtf","trim.568R.gtf","trim.571R.gtf","trim.581R.gtf","trim.586R.gtf"
1147,508,279,3,308,250,308,544,70,360,92,66,251,29,545
2730,2381,648,103,1611,781,3778,3018,898,1025,687,177,1583,0,3263
3586,1506,1037,88,960,462,1058,1626,350,831,341,258,537,60,1634
918,420,1088,220,1393,1136,1161,771,1158,4011,1732,1900,765,345,877
809,827,884,304,841,455,1196,790,885,1266,618,701,551,303,371
25,38,130,22,428,10,19,0,92,73,70,266,13,0,39
87,138,166,46,137,137,95,299,124,137,72,85,84,47,126
271,121,43,38,49,53,340,162,54,204,178,73,192,0,169
49,34,35,0,0,15,4,24,0,26,0,0,0,0,22
0,14,0,0,579,11,256,0,0,99,18,0,14,0,0
422,27,12,0,31,12,297,512,0,140,306,0,13,74,57
194,47,257,0,532,57,140,24,0,170,318,43,110,0,0
43156,34021,33751,17780,69801,25732,43443,42341,112384,56732,53043,64700,58777,10551,55613
397,249,58,30,164,8,109,382,94,576,627,47,35,0,160
504,463,122,0,123,48,203,566,255,579,329,0,105,33,245
3146,7433,4526,0,7542,1558,3238,12203,8445,8807,1904,2821,1713,652,3304
549,732,738,0,660,113,193,730,642,585,342,485,259,73,83
13099,15227,4483,1961,4227,10169,60279,15759,7584,7365,13112,4791,7803,7222,6717
1081,1112,1580,0,1809,66,0,1581,1223,793,338,0,695,0,793
104,96,0,0,66,57,152,85,69,80,83,71,34,0,0
1379,1574,2081,72,854,395,908,1513,1304,990,672,925,1105,124,999
7942,5431,1942,975,3351,1721,5642,7802,1750,3418,1915,2322,2207,1013,2609
1548,937,540,188,935,285,616,1470,419,879,631,276,401,80,586
1311,1200,1252,0,999,562,755,1502,1075,725,610,536,634,155,949
179,173,269,0,248,60,137,229,214,151,146,16,112,0,63
595,394,362,52,456,109,362,352,352,434,461,54,200,48,567
1231,722,454,0,458,577,2328,1178,401,841,746,389,621,347,428
4366,3787,3891,263,3710,1217,3434,3818,2736,5415,1952,2448,1678,420,1783
17561,1767,486,467,3391,373,15946,9011,1425,877,1211,3841,814,318,1277
15771,13302,13305,3467,18276,8772,16054,16290,10010,27476,9537,10536,7200,3371,13217
459,320,147,0,312,163,1058,358,187,141,254,82,248,180,261
3430,2321,3471,260,1529,1000,2046,4063,1699,3328,2109,1837,940,503,2312
458,763,629,196,652,362,1098,1618,736,561,2521,320,813,199,1724
3120,2542,1034,198,1724,1271,7485,3484,1759,2939,2335,1687,2095,818,1825
62,79,92,0,33,14,126,56,0,309,44,0,0,0,0
36,98,3,54,0,30,31,32,14,58,2,0,29,7,0
746,487,838,103,1036,483,549,472,777,1502,683,336,563,48,568
74,74,22,14,0,0,0,81,0,0,47,0,36,0,0
605,227,171,0,42,145,266,334,24,65,339,0,138,0,142
18,30,0,0,38,20,18,35,24,0,0,51,0,0,0
823,2088,663,88,993,29,381,2234,663,393,299,0,128,20,463
358,300,204,27,342,91,124,234,244,260,72,0,103,0,128
3292,3260,1990,346,2646,666,1196,2762,2683,2422,775,1197,1412,356,1639
1411,1010,1827,0,2377,354,1054,1530,1223,1959,901,1016,666,122,786
6112,4507,1758,737,2643,1271,7837,5957,2726,3236,2437,1758,2192,1681,2813
769,631,635,69,447,195,1427,915,262,761,491,775,505,0,458
4497,2155,2280,612,2029,1384,3254,3456,2449,2556,3500,632,2007,594,2692
1124,599,0,0,472,0,0,550,0,78,145,1,0,0,177
308,41,141,98,241,115,0,253,106,165,176,243,113,23,140
39,80,0,0,0,42,39,0,43,65,60,44,135,13,0
107,42,34,0,0,0,46,86,0,154,0,0,99,0,61
1025,1285,743,0,825,300,328,1060,539,1206,368,191,332,168,633
3488,3552,3577,411,3414,1947,1188,5056,3832,4267,2395,2586,1768,159,2071
1546,1517,855,141,875,327,355,2329,854,1110,507,250,662,39,467
4003,3192,5098,1943,4250,5670,6248,4608,7017,3906,8109,5193,1857,3619,7271
74,164,241,1,121,57,90,211,95,322,211,0,150,0,163
1011,577,824,0,575,222,126,633,410,1010,440,438,120,92,274
1030,81,177,5507,289,1014,1454,121,145,285,1553,750,230,3181,104
3225,638,1461,1087,3254,4058,6595,539,1129,1955,1916,2191,630,1982,1161
317,220,39,0,113,76,214,254,75,207,33,96,73,0,75
251,236,177,83,571,181,216,285,101,377,485,149,72,0,185
7849,7087,4352,1489,5143,1965,4024,8141,5324,7733,4507,2175,4670,714,4693
1619,1403,883,2635,1930,1360,1442,1188,2614,700,1835,3116,149,114,785
1093,944,624,184,1546,204,311,1496,1089,1109,451,519,298,20,993
4041,4084,3696,296,4407,952,2230,5587,3080,3002,1898,881,1830,97,2733
407,210,296,49,589,215,140,414,531,490,220,445,298,126,414
207,268,261,23,524,212,210,398,253,445,236,270,314,3,448
123,121,18,22,81,22,66,80,69,108,110,86,39,0,67
436,189,71,43,93,116,209,301,63,301,238,81,147,40,153
4090,2375,1957,637,1814,1944,4151,3990,1501,3040,1937,2256,1546,1680,1788
9362,9256,3776,936,5135,2233,8153,12463,3400,7929,4649,3136,3030,772,4058
0,161,167,0,0,0,129,325,258,840,0,166,0,0,225
675,1011,322,81,383,141,602,1089,255,463,234,273,246,33,296
10273,8999,4768,1054,5007,2257,4900,10440,3222,6697,2860,3525,1670,1293,2617
1301,1758,4747,540,2373,430,529,3199,2345,5012,2364,550,1932,44,974
237,316,45,0,101,140,631,324,132,207,209,73,242,67,201
502,412,221,44,360,137,256,404,320,336,405,165,295,31,342
3794,2949,2063,316,2101,599,1735,1488,2087,1326,8015,338,914,138,1170
6776,836,564,167,1273,740,626,1413,1072,2403,566,1113,402,162,324
562,431,684,85,788,104,176,505,497,400,198,355,189,0,470
4752,1715,2054,202,3604,1086,1439,1831,3194,2709,1809,1729,1078,203,1715
1494,1147,897,55,1579,231,327,803,1404,2524,1163,1143,644,0,1076
6006,4887,4528,683,6315,3708,6616,3989,3244,5682,2097,5023,2180,2450,2768
3861,1958,5795,25,8313,1421,1105,2563,6845,9497,7146,3316,4215,879,7551
169,292,205,0,307,0,46,184,165,102,120,147,74,0,241
406,622,113,62,136,151,282,393,385,737,839,0,139,36,221
101,67,0,0,29,0,52,81,0,59,140,74,0,0,0
26,38,0,0,53,0,28,18,0,38,7,40,0,0,36
3836,2975,1894,1393,1466,1649,5341,3689,2000,3470,3598,1793,1075,2893,1718
0,1245,214,243,195,62,622,3969,3439,2670,1344,0,116,134,215
115,0,134,0,87,0,224,0,120,364,0,0,202,0,0
43,105,0,13,0,0,21,22,138,38,17,54,156,0,0
518,1068,196,30,277,29,167,252,288,196,416,329,557,148,272
259,252,47,0,76,71,231,175,90,90,352,91,149,0,194
43,36,70,0,0,0,29,0,57,65,0,0,0,0,142
8,0,77,0,36,6,19,21,101,71,0,3,47,0,30
0,34,244,0,55,56,28,0,187,38,13,61,31,0,131
30,200,73,0,25,0,51,0,143,123,27,0,69,0,0
255,372,912,0,365,41,247,240,530,306,547,0,200,78,93
841,854,956,0,704,263,910,1217,378,2561,866,103,462,0,1503
0,50,0,0,97,0,14,0,38,28,74,0,0,0,72
6439,1328,236,606,297,183,154,607,521,535,764,318,283,0,205
76268,54803,57572,24444,59679,50474,84587,63572,69856,86924,52817,66573,29889,19639,51423
552,123,297,0,524,95,198,99,214,227,199,226,191,0,185
2856,2738,1593,76,1924,1405,1106,1555,2643,2829,1247,2221,1035,191,1494
189,737,3292,31,802,786,183,1436,931,2359,3485,96,1594,20,1311
134,24,118,0,5,0,102,28,14,85,69,0,34,0,27
57,78,0,36,82,3,161,16,17,64,33,0,79,0,0
117042,117990,90251,13476,86921,30907,96227,130626,50188,83494,58216,44817,36656,10700,65842
7099,7524,2674,800,3515,1444,4766,7113,2263,3928,2951,2989,1808,407,2687
28,54,39,0,21,68,44,86,15,33,91,0,67,0,109
5972,2154,3930,1933,3515,1147,1782,2294,1464,1995,809,654,396,103,1659
380,851,994,177,1425,460,450,1051,959,1046,575,1809,167,84,1341
121,52,80,45,102,29,135,87,70,147,170,76,114,0,178
461,170,399,46,152,75,330,280,290,486,374,0,258,0,262
1053,1238,435,266,538,194,1340,1089,461,842,637,339,409,347,618
6,107,71,51,48,0,138,164,0,118,17,0,18,0,11
47,34,43,0,0,25,11,68,0,124,0,0,21,0,0
48,47,0,0,151,24,58,55,13,0,72,52,40,0,114
129,71,0,0,66,14,125,115,97,75,60,0,42,0,0
16147,12860,15875,3888,16424,4538,5449,14080,19545,20083,12261,9849,9146,1821,12118
1411,258,95,3119,381,309,300,641,518,3511,865,135,554,89,425
3671,3785,1675,606,2596,1428,6696,4743,2606,4090,2634,2467,1890,613,3249
1339,1323,413,0,743,147,866,1157,498,771,488,137,379,66,333
758,626,290,6,277,39,543,550,178,356,280,150,284,0,99
5841,5514,3042,706,4162,1871,3428,7394,3111,5036,2039,2014,2023,706,5404
3771,3815,1816,344,2005,700,3692,3767,817,2757,1682,1144,1218,294,2194
463,378,217,0,54,136,1347,388,236,580,591,0,193,53,355
594,502,782,109,722,293,503,1291,666,1123,698,456,524,85,650
3855,2913,2637,858,2679,1527,3297,3970,3342,4425,2329,2440,2095,1070,3929
1359,855,496,121,743,409,1283,1225,956,761,415,361,1114,115,1241
2072,1174,1581,353,1780,1429,1149,1157,486,2178,979,771,508,180,621
470,561,381,114,503,263,341,723,531,610,512,189,350,18,606
149,86,56,0,149,0,180,0,162,465,157,28,80,0,383
62,18,12,13,7,9,17,58,30,52,44,20,28,0,43
0,269,91,0,72,0,111,0,97,308,11,0,0,55,559
547,322,358,62,315,125,156,158,259,402,151,91,477,66,185
93,161,8,0,17,0,27,45,65,34,113,19,21,0,160
160,203,105,47,121,43,261,250,164,270,179,183,109,0,135
3352,4103,7169,395,10279,1528,999,6601,12029,7188,5176,816,3754,135,5956
141,57,129,0,80,69,18,73,29,54,47,0,47,0,0
6410,5899,2266,528,3106,1432,4328,8241,2392,4698,2280,1878,2035,367,3035
8318,5538,5216,2556,5408,3469,9926,5780,5879,9396,5111,8718,2462,5754,5636
923,616,256,86,236,194,1558,718,284,689,408,160,397,128,519
3913,4624,3525,402,3746,1294,2070,3962,3768,5108,2156,1845,1710,321,2947
3202,2038,2806,386,2682,1086,913,2550,3105,4825,2003,2204,1169,159,2633
5831,6212,4811,841,5953,918,1069,6813,4608,5203,2588,795,3858,0,5173
370,267,390,433,696,690,276,642,962,1160,1310,584,469,0,1088
376,492,225,0,208,182,558,508,208,517,633,283,268,40,293
719,669,477,35,702,128,131,1057,356,963,414,202,214,0,253
82782,109047,160595,45329,115730,77886,55641,107360,172132,225776,97737,119151,54982,29830,140394
392,317,419,122,220,109,288,538,125,510,261,82,109,124,56
4,159,0,0,0,16,157,23,24,43,0,0,21,0,0
57,51,11,0,37,15,63,45,88,90,57,0,42,0,36
272,239,113,91,154,244,659,73,101,331,121,0,110,0,290
117,9,60,14,101,18,21,21,192,163,107,115,255,0,17
31,0,0,0,49,47,0,32,0,22,0,21,54,0,0
44257,34502,37424,20713,25528,10215,41175,20872,23413,31527,32565,10781,16384,32922,23486
137,218,132,0,165,47,39,181,278,186,41,136,150,14,116
86788,23493,45985,100265,24373,61365,70700,6784,43370,32523,107715,55608,8732,71217,34968
185,73,0,0,67,34,138,130,0,85,74,0,17,0,89
110,218,182,0,61,24,55,128,15,143,39,39,41,0,46
1704,1991,1677,274,1582,575,424,1825,1193,1702,1018,602,532,110,2550
629,104,299,25,143,80,169,894,463,217,609,238,109,0,136
2987,2062,1735,258,2456,836,4022,2961,1623,3065,2108,1110,2052,421,2810
30,56,31,0,0,0,69,105,58,36,5,0,0,0,0
3368,5121,3249,392,3861,1928,1770,6210,2326,3246,1598,2884,1037,1727,3147
267,174,247,57,0,43,309,821,362,120,663,0,129,0,93
0,12,0,86,43,0,73,58,0,28,42,72,97,0,0
89,65,54,16,102,58,286,106,53,119,45,0,86,45,0
120,108,43,0,77,17,243,131,67,82,134,240,92,0,16
429,366,352,0,154,211,1448,486,289,424,523,214,482,0,186
1600,1131,770,161,704,572,2468,1977,906,1294,1167,361,956,337,906
31,115,319,8,0,0,100,107,355,34,46,0,40,0,11
999,561,478,180,331,239,1291,612,166,594,384,545,273,402,481
2601,2513,1689,494,1945,327,366,2748,1593,2326,1358,765,1516,169,1494
535,276,181,38,156,146,200,390,87,119,196,131,185,0,88
88,200,54,0,51,67,80,252,157,320,115,0,45,0,59
1156,1267,604,918,1203,272,628,1542,642,1104,703,295,491,56,840
323,213,154,86,264,105,258,273,305,267,144,67,117,29,353
669,732,749,165,1503,115,549,734,1297,1256,574,289,601,58,359
221,147,87,35,173,14,178,148,189,270,52,110,49,40,28
0,11,0,95,113,3574,8424,74,0,0,993,0,0,0,0
3146,1746,3340,150,3110,1042,2140,2029,2245,4369,1494,2655,1298,251,1901
236,244,273,105,218,22,92,229,138,123,144,216,162,0,270
1807,859,684,162,851,193,1024,1665,476,1494,865,484,444,34,928
32,861,42,0,97,68,471,281,186,9,36,0,121,0,41
410,1137,0,0,460,238,1765,3265,686,370,297,319,462,48,727
1704,1043,835,49,757,156,4468,766,1546,23,1340,0,555,0,2932
2101,1222,768,105,1137,409,2201,2278,1001,1087,991,527,989,255,1240
295,525,0,0,155,0,96,248,43,263,54,201,57,0,114
1394,1096,1735,122,1842,329,620,1194,1282,3037,1271,1905,879,42,1712
2596,1845,264,0,770,395,4234,2141,166,689,1596,201,790,172,193
492,556,55,0,144,94,1169,544,137,220,347,0,189,0,155
238,168,84,0,188,65,71,153,235,29,207,249,79,0,125
27740,33624,24303,3615,23806,9903,16354,32311,28202,25508,12342,15288,10328,3384,24132
598,419,603,63,617,67,214,416,510,217,221,47,172,39,235
37524,31288,56204,45023,30544,19171,23986,18979,51737,42129,27745,22783,15947,19881,20941
15705,11458,7332,6404,7746,3798,12291,20919,5089,9194,5033,4356,5092,4802,3587
990,789,1142,0,674,120,810,1013,1114,1023,511,774,530,82,645
755,1280,25,0,680,0,1010,1015,285,2957,723,53,333,0,692
241,100,153,0,15,96,606,207,67,165,150,0,90,24,71
420,109,53,0,187,130,681,247,197,111,156,163,417,66,212
107,176,76,0,77,16,40,190,0,172,35,146,10,0,155
855,1418,640,0,625,107,100,839,933,465,464,0,725,0,307
479,1194,541,73,1079,510,1373,552,385,651,546,235,151,47,271
133,98,57,0,333,201,425,122,0,198,183,107,105,0,0
66,41,32,0,0,45,88,68,0,15,84,0,61,0,29
2702,1989,690,146,921,727,2890,2456,1140,1674,1103,703,969,943,841
681,899,593,84,418,65,1230,1190,370,588,414,487,534,76,514
151,123,143,24,35,40,447,300,45,91,91,21,57,128,59
9558,8310,4071,1404,6018,2452,3798,9736,4551,7942,3122,3305,2392,524,7637
1755,1222,1194,72,1251,235,766,1241,1610,1379,838,714,885,43,896
29747,32559,37338,6762,49572,13440,17965,30843,42533,56958,31294,37226,22488,10223,36941
7082,6255,4112,1341,4545,2481,4842,5709,4676,5463,2776,3074,1769,1030,2557
2586,1780,2025,193,2370,896,957,2375,1391,2995,1402,1011,1007,149,1903
4040,3172,1561,622,1930,1273,3221,3556,1480,3621,1698,2607,1248,362,1770
3518,1868,2091,298,1973,557,1041,1796,1730,2692,846,1521,826,85,700
6497,5078,5857,577,5542,1123,1585,5488,5425,6236,2497,1601,2097,245,3487
2226,1652,2429,188,2251,526,1078,2322,1505,3679,1651,1565,1193,347,1282
5219,6549,3365,706,4712,1569,3305,6129,1176,7487,2948,3471,2251,440,3342
44,130,0,0,16,12,111,206,24,56,83,9,112,0,55
0,78,0,217,0,47,131,20,0,0,60,247,96,768,0
3211,847,1109,296,876,693,3011,995,610,1526,2047,700,492,636,431
2203,1972,2268,249,4841,803,737,2716,2486,7260,2655,1894,974,87,2238
1392,1158,1284,184,1466,441,783,1522,690,2418,769,632,695,109,997
8998,3700,6102,3454,7070,12034,16820,5614,6211,6518,7779,11235,2809,5336,4724
1256,773,383,111,588,512,1694,1047,380,854,1001,642,596,416,498
710,361,175,257,356,417,1657,317,103,250,362,738,45,487,323
288,68,124,0,65,147,1361,192,48,14,241,378,65,233,123
702,751,1036,0,870,151,404,630,404,753,444,159,427,51,377
604,603,343,10,472,108,298,249,176,219,115,435,177,49,193
138,190,264,0,301,29,54,139,121,327,81,0,12,51,65
918,794,636,118,791,322,1053,1157,580,693,255,281,420,72,515
36764,15982,16927,11640,15209,21112,65727,14989,9503,18117,17594,19246,4894,9320,9188
606,940,686,24,339,177,1946,1126,342,776,1026,226,527,666,444
5303,5913,3282,1846,4624,1247,2652,5241,3323,7678,4337,6300,1345,1484,2307
185,161,96,0,127,8,382,253,33,14,96,0,158,0,186
13,17,0,0,68,12,0,0,33,0,63,13,34,16,0
1678,171,869,0,0,6,0,713,136,1242,37,0,41,0,0
30,17,0,0,69,25,17,30,47,0,0,0,0,0,27
0,0,0,0,236,107,517,138,0,0,69,0,205,14,323
10,20,0,10,22,0,67,12,0,0,44,87,81,5,28
15,29,15,0,0,7,225,2,0,36,92,0,9,55,53
0,169,79,0,0,0,0,535,82,170,13,112,0,30,0
20267,16310,17364,2399,18870,7600,8251,18980,21050,21057,11435,18057,6827,2250,12895
353,371,200,0,372,159,493,535,191,270,133,228,264,141,362
95,74,0,0,45,8,177,52,0,43,52,84,0,102,0
193,371,109,0,310,52,229,157,268,638,160,103,46,0,540
5900,5689,2615,701,3901,2184,6039,4368,3538,4621,3999,2319,1438,2065,3338
422,192,251,0,225,53,30,335,119,50,17,78,107,0,173
1103,1255,544,115,775,515,2111,1878,737,728,407,587,400,222,344
2048,1141,1978,242,2180,690,1113,1556,2179,1860,850,934,744,108,1443
1142,496,695,159,1109,281,474,853,819,854,450,0,251,0,903
1184,1091,500,27,830,377,1795,856,547,1585,691,489,535,369,714
0,0,121,0,502,12,283,139,228,5259,388,253,259,0,249
554,344,310,17,246,96,393,480,514,335,213,0,150,40,391
78,66,0,0,36,81,207,82,92,62,70,0,99,0,74
9037,5952,12602,985,16050,3426,5680,5709,11930,8536,6256,7996,3816,1174,5528
481,471,515,126,733,192,193,672,597,528,356,103,467,0,410
76,44,53,0,1,0,24,52,20,0,89,36,5,0,101
476,428,289,125,304,177,681,498,172,530,606,336,316,44,452
57,45,23,0,9,27,79,42,46,43,67,0,25,0,32
128,43,32,22,0,64,139,87,36,119,56,0,114,0,0
1525,1096,885,319,897,379,3021,1297,296,836,476,409,397,468,291
1284,1426,493,92,657,389,1266,1720,670,712,879,357,601,197,348
292,100,51,2,27,151,279,158,29,169,148,12,156,0,6
1586,1729,1006,115,1020,275,1258,1738,620,1389,929,483,918,73,1457
1509,1240,1409,743,1644,463,3059,2264,695,1866,1316,451,834,317,630
17,89,58,11,135,63,118,410,103,107,119,250,149,0,46
2,12,0,0,24,16,23,7,174,28,2,0,29,0,15
1263,737,321,58,540,97,470,690,275,606,385,116,291,0,304
716,379,119,13,190,102,422,439,277,151,197,106,132,0,35
36,59,0,0,0,12,108,76,16,12,18,18,57,26,0
2613,2051,2337,439,2595,874,1858,2771,2398,3262,1603,691,727,377,1747
1081,634,1072,218,1195,375,757,728,696,1429,746,1103,361,304,616
8615,3917,8009,945,6714,3631,1088,5025,7896,11125,5578,6493,4243,732,6019
575,204,33,0,82,0,246,122,90,0,49,190,28,0,24
0,19,10,0,39,7,35,36,32,51,0,65,0,0,0
12,33,24,0,126,34,99,84,98,73,0,149,35,0,52
2556,473,452,283,113,2338,35,243,65,1303,254,1616,12,606,380
612,32,0,0,52,36,209,64,0,0,21,0,32,0,52
102,35,31,0,0,24,382,156,0,100,124,39,104,0,119
372,368,189,74,337,146,254,412,209,215,314,161,158,0,149
418,421,291,78,230,235,447,498,408,313,382,329,367,29,315
807,427,727,352,556,1420,631,496,476,1546,516,676,335,260,440
867,902,402,40,524,219,1630,824,462,560,637,498,470,107,846
790,387,188,192,251,702,342,324,253,1298,457,882,121,260,211
264,183,125,23,79,54,227,211,37,173,22,386,34,95,211
691,440,365,209,293,153,492,801,178,561,289,123,187,150,348
311,259,134,77,151,182,106,301,10,429,133,320,87,88,109
92,52,21,0,10,38,54,45,0,36,52,23,47,0,42
165,74,51,0,156,17,172,153,21,129,110,0,33,0,0
1901,713,725,492,452,646,1954,1075,364,326,932,476,369,355,595
40,25,0,8,58,9,27,27,10,11,3,74,30,0,0
174,101,54,32,114,42,117,120,103,74,83,0,229,106,0
1163,1120,539,34,675,121,927,835,548,999,733,421,575,372,320
33,5,7,0,17,0,51,64,0,42,14,15,10,0,0
37357,18286,17998,5337,15257,18175,21310,18368,8735,20076,9993,20730,3717,2948,7368
54,22,52,0,0,0,102,34,0,22,31,0,53,0,66
45,65,0,0,121,0,171,39,0,9,33,46,0,0,46
276,19,74,58,0,28,209,91,0,0,110,0,0,0,91
1470,339,619,239,1102,240,1068,2891,698,996,895,240,119,154,822
11,46,32,0,34,0,40,53,10,8,24,19,33,0,11
642,669,267,65,658,137,816,855,104,285,338,196,215,49,206
5,9,26,0,80,56,17,14,0,112,111,118,48,0,0
2090,1420,1283,102,745,207,968,2454,854,1989,558,304,692,98,532
59187,48355,18108,4000,33894,9487,13415,53252,22068,40623,24538,6295,22731,1310,31362
234,367,324,16,316,144,600,397,198,1123,496,0,307,0,468
2474,1631,1557,321,1323,1223,3520,1563,1625,1991,707,2263,611,843,1134
1570,884,603,135,736,30,458,1564,480,552,588,69,190,185,846
832,453,1471,0,688,344,71,585,672,540,273,42,193,0,592
653,206,252,86,251,187,185,201,130,202,74,62,58,0,247
345,236,335,0,159,355,1135,303,152,454,410,0,436,0,136
413,1127,654,216,870,288,523,1606,828,970,1103,1088,1133,0,641
4090,3769,1765,235,1999,607,2074,4093,1877,1956,959,682,1291,158,1766
7898,6672,9005,1337,6907,9855,7176,6973,5286,8938,2618,14496,4500,2685,7923
48,14,0,0,8,13,12,26,0,11,14,21,3,0,9
126,268,50,77,0,101,365,400,191,240,136,266,169,0,155
25,105,18,0,69,81,20,17,65,29,73,0,21,0,0
225,677,789,400,543,0,609,334,870,2663,406,2168,1119,215,0
29,63,27,9,24,0,28,8,33,46,29,0,43,2,0
1388,1058,655,221,1372,312,195,724,770,1675,442,280,397,0,423
34,13,66,0,0,12,110,52,5,9,66,0,66,0,35
40,19,42,0,0,61,46,62,0,0,68,0,31,0,0
2357,2600,1113,89,959,413,1365,2891,1187,1784,1752,473,1144,112,1741
384,511,516,0,281,298,909,607,334,696,428,376,425,0,462
1010,912,781,49,657,213,190,291,703,1722,481,206,669,0,263
1315,1235,759,0,1573,403,580,763,492,1540,617,207,445,0,696
60,18,0,0,37,28,20,21,37,0,24,44,0,0,0
16,81,0,34,52,36,66,82,62,13,147,122,57,0,24
2024,2054,2189,127,2618,994,1645,4040,1024,2025,3153,1860,857,568,1599
1638,749,239,0,1093,205,204,919,1029,425,512,327,346,0,349
168,212,172,92,146,232,230,366,137,276,136,119,74,17,95
4350,2542,2404,239,1644,608,1134,1583,1067,3121,1256,514,778,195,525
38,123,50,0,231,127,21,87,86,0,12,0,34,0,23
52,13,0,0,36,12,61,24,0,0,25,0,29,0,0
763,1201,939,168,1581,351,505,1247,1039,1734,370,67,493,15,712
4019,3372,2517,238,2146,421,524,3611,1153,3504,987,643,1046,160,1655
0,21,0,0,31,34,90,11,0,57,0,0,0,37,33
34410,36448,14242,27828,31060,17658,36160,47567,21699,35634,22795,12818,14005,18217,45195
446,254,205,84,250,145,248,434,94,334,313,47,177,58,279
332,166,62,71,99,106,361,194,185,169,185,145,183,0,152
2962,1757,1062,378,1112,301,2202,2271,939,2289,979,1070,815,240,887
867,964,280,57,804,122,598,1049,400,808,274,177,354,0,910
1677,2657,3232,756,3339,1627,954,1481,3670,4319,3154,1460,1961,1334,3980
1263,582,692,491,382,638,1555,889,601,671,447,1054,237,645,208
600,430,477,55,589,98,276,473,441,339,369,590,283,0,300
40282,43239,31026,5894,29080,10638,18864,29096,25246,47326,14246,16187,8158,1924,13613
32,34,38,32,98,0,27,82,0,45,0,75,0,0,0
93698,80108,138509,58121,143465,102275,55626,78532,168243,259554,181286,179687,79211,39742,171289
548,336,226,0,429,104,447,467,208,373,193,0,256,0,150
3622,2145,626,88,777,456,1855,1996,882,750,1028,272,1024,156,750
645,1069,756,81,765,247,832,682,447,950,419,225,250,0,435
1508,1752,1684,388,2140,1454,2157,2112,1934,3168,1594,1858,1275,1159,1720
2202,1312,1021,115,1054,307,817,1384,834,1901,472,1446,470,81,893
123,76,76,0,133,52,405,220,29,63,316,0,60,0,0
1972,3988,9437,4381,9938,1405,2996,6038,6999,10847,4751,4756,7392,5362,2204
60273,50151,138963,13948,115501,52334,39275,50363,177634,89676,53080,109400,49157,15410,134999
35,187,65,0,68,0,33,126,65,44,50,0,26,22,0
255,464,98,0,160,101,242,341,146,67,95,15,82,0,154
117,100,38,0,4,72,120,214,350,106,81,41,58,0,7
6508,5996,3000,655,4089,1753,1985,4385,3017,5931,3112,3241,2357,538,1715
954,1654,900,77,2023,1054,952,1307,1167,1685,734,1088,650,193,1677
22959,31155,51925,7930,43560,22148,19811,39848,56006,63530,46854,36640,44688,10106,79272
1245,446,2850,2697,2002,2315,1761,921,1929,3970,2490,1387,1110,608,946
22,14,0,0,0,0,26,53,0,0,20,67,19,0,0
80601,70104,66961,30872,75408,45233,71424,72122,91984,91894,61154,65599,26197,18531,53932
1226,902,841,287,1344,325,532,830,635,3010,526,771,708,105,299
53,67,0,0,75,53,191,108,0,84,112,0,47,0,20
353,520,243,114,903,315,347,617,427,840,377,193,356,0,443
1202,996,783,56,979,369,1055,1254,844,799,464,1359,577,190,528
1853,1400,1505,135,1434,1040,1098,964,996,1043,621,776,282,477,433
36,39,0,0,40,0,20,53,0,0,43,11,11,0,0
74,40,0,0,22,0,78,133,23,0,124,0,40,0,0
105,48,0,0,30,91,655,0,95,0,74,0,0,21,0
63,85,22,0,44,15,294,37,0,0,37,0,13,0,34
1411,1616,1574,43,1822,77,289,1021,782,1561,815,431,602,43,816
3853,2354,1430,206,1685,780,2770,3035,1553,2456,1905,1277,1483,426,2198
2645,3359,1546,794,1996,1048,1694,3722,1058,3652,1881,1816,950,161,1527
1679,2133,1867,189,1775,279,300,1228,1069,2906,774,242,1052,154,1514
3355,285,69,0,10,96,1254,139,181,201,117,69,52,0,88
13,47,137,0,80,11,7,56,38,0,27,0,0,0,0
2047,305,1423,384,360,0,548,12,33,2611,2214,28,0,0,601
30,27,39,0,97,0,12,46,68,234,128,44,0,0,95
187,101,69,0,104,61,68,217,96,286,159,0,211,0,100
638,153,121,0,197,46,141,293,127,220,143,103,108,0,150
637,495,200,0,251,218,413,381,197,387,199,100,239,28,284
386,50,111,0,174,50,286,292,262,210,196,196,90,0,111
6014,70,250,0,0,15237,344,617,23,1552,262,0,0,0,401
72,134,77,86,320,60,50,87,82,57,295,273,2052,0,139
376,318,123,0,153,56,89,314,101,523,222,0,140,0,137
958,163,54,0,46,29,230,301,21,174,301,83,103,0,94
97,46,0,0,46,0,0,5,38,0,22,18,0,0,114
100,0,0,0,14,38,48,71,0,32,0,0,19,0,0
2040,86,85,958,230,340,4066,81,64,206,509,344,88,322,105
242,99,16,26,112,89,315,0,0,158,169,189,47,59,133
1935,1255,982,127,1236,387,1838,1728,722,1638,1062,367,602,206,823
786,366,150,0,205,227,550,311,299,304,379,0,215,0,368
293,275,105,0,240,78,318,445,140,349,163,145,125,0,46
22,84,31,114,20,0,18,8,0,0,449,0,99,105,359
1437,757,1748,179,892,249,739,1081,1436,1215,987,454,837,0,498
156,136,207,0,152,33,240,223,127,168,186,102,110,0,0
104,40,33,0,2,31,87,115,3,35,40,0,60,0,14
48,99,0,32,45,33,0,0,0,203,36,71,29,40,0
